No,Username,Rating,Waktu,Ulasan Text,Variasi,panjang_teks,has_noise,Tahun,Bulan
124,franiko88,5,2025-09-14 02:11,Makasih shopee buat diskonnya jadi bisa beli barang ini deh 0:04,-,64,False,2025,9
125,franiko88,5,2025-09-14 02:14,Makasih shopee buat diskonnya jadi bisa beli barang ini deh 0:05,-,64,False,2025,9
126,bunda_astrii,5,2025-08-08 14:36,Rasa: gak begitu pro sih Tekstur: masih kasar Kegunaan: kue ketan Rasanya terlalu organik jd berasa kerasa sekali berasnya 0:05,-,127,False,2025,8
127,i*****y,5,2025-07-12 21:19,"Niatnya mau bikin bolu ketan, tapi belum juga, hahaha... karena takut susah nyari di toko2, akhirnya beli online, deh. 0:07 1 wetriyputri",-,137,False,2025,7
128,wetriyputri,5,2025-08-30 22:03,"Desain sangat menanrik dan bagus, ukuran pas dan sesuai, kualitas bagus dan memuaskan 0:04",-,90,False,2025,8
129,n*****h,5,2025-07-11 14:45,Terima kasih Seller pesanan sudah diterima dengan baik 🙏🏼👍🏼 1 1 2 ... 19 20 21 22 23 ...,-,88,True,2025,7
130,joewitajoewita387,5,2025-10-22 17:41,Alhamdulillah paketannya sudah sampai..pengiriman cepat..packing aman..ga ada kebocoran..harga murah..toko amanah..makasih seller..makasih shopee..makasih abang kurir 0:27,-,171,False,2025,10
131,s*****1,5,2025-08-02 00:12,"Rasa: belum dicoba Tekstur: belum dicoba Kegunaan: bolu kukus belum dicoba , semoga berhasil buat bolu ketan hitam, terimakasih seller semoga sukses selalu seller 0:08",-,167,False,2025,8
132,tya_samsuri,5,2025-07-07 17:06,Rasa: ketan Tekstur: halus Kegunaan: u kue Paket sdh di terima. Mkasih seller n kurir... 1 r*****s,-,98,False,2025,7
133,r*****s,5,2025-07-19 10:49,"Mantap, barang aman sampai tujuan, langganan di toko ini, terimakasih seller 0:04 1 bittersweet.cake | Langganan",-,112,False,2025,7
134,Langganan,5,2022-04-19 05:55,Barang oke harga sesuai kualitas pengiriman cepat sesuai.. maaf foto ga bisa sesuai ..... 0:05 1 r*****s,-,104,False,2022,4
135,r*****s,5,2025-07-30 15:07,"Mantap, repeat order disini, karna amanah & pengiriman cepat. Terimakasih banyak seller 0:04 1 1 2 ... 20 21 22 23 24 ...",-,121,True,2025,7
136,m*****h,5,2025-06-18 07:20,Rasa: rasanya enak dan lembut Tekstur: masih ada kaya berpasir GT tapi GK bikin seret 1 x8mcx0cjay,-,98,False,2025,6
137,x8mcx0cjay,5,2025-08-01 12:20,"Terima kasih sudah sampai , exp panjang ..Cocok buat bolu 0:04",-,62,False,2025,8
138,h*****r,5,2025-06-09 14:35,Rasa: ketan hitam Kegunaan: cocok untuk membuat bolu ketan hitam Tekstur: halus dan lembut 0:14 1 gitadp,-,104,False,2025,6
139,gitadp,5,2025-10-28 06:29,"Rasa: sanagat enak mungkin karna tepungnya ada proses oven Tekstur: lembut Kegunaan: bolu kukus Ke 4 kali beli emang rasanya beda sama yg biasa dipasaran, ini teksturnya lebih lembut dan enak",-,191,False,2025,10
140,t*****d,5,2025-06-06 12:25,"iseng beli merk ini karena merk sebelah kosong , ternyata enak gaes , tidak berpasir dan warna hitam pekat. rekomen 👍🏼 1 n*****y",-,128,False,2025,6
141,n*****y,5,2025-07-07 18:59,Pesanan mendarat dengan baik dan cepat Terimakasih banyak yah kakak .. Next order disini lagii ..😊 0:06 1 1 2 ... 21 22 23 24 25 ...,-,132,True,2025,7
142,yandiyandhi,5,2025-06-06 12:28,"Datang langsung eksekusi, tepung ketan item nya bagus, Hasil nya jdi kya brownies item banget, wangi lagi 1 l*****3",-,115,False,2025,6
143,l*****3,5,2025-06-09 09:30,"Kegunaan: untuk membuat kue Tekstur: tepung Pengiriman agak lama, tidak ada kode produksi maupun exp date 0:04 2 y*****i",-,120,False,2025,6
144,y*****i,5,2025-07-23 15:11,"Pengemasan rapi pengiriman cepat barang dan jumlah sesuai pesanan,harga mirah,makasih banyak 0:13",-,97,False,2025,7
145,a*****i,5,2025-06-19 18:01,0:04 1 n*****2,-,14,False,2025,6
146,n*****2,5,2025-07-29 12:17,Alhamdulillah paket sudah sampai di rumah. Tidak ada yang rusak. Pengingiman aman. Cepat juga. Harga nya murah. Aroma ketan dari tepung nya kuat banget ya Bun. Beli ini karena fomo pengen buat bolu ketan keju lumer. Dan. Berhasil. Terimakasih. 1 w*****l,-,253,False,2025,7
147,w*****l,5,2026-05-02 14:40,"Cocok buat masak kue keran hitam kukus.. Warna hitamnya pas, rasa ketan hitamnya dapat dan nggak ada after taste aneh aneh.. Gas kalau mau beli..",-,145,False,2026,5
148,a*****i,5,2025-06-19 18:01,0:04 1,-,6,False,2025,6
149,priscillawen,5,2025-12-24 11:17,Rasa: khas ketan hitam Tekstur: berpasir Kegunaan: bolu Suka d sesuai harga.,-,76,False,2025,12
150,l*****v,5,2025-06-11 00:49,Rasa: berasa ketannya Kegunaan: cocok untuk membuat kue Tekstur: lembut pesen ini buat nyoba yg lagi virallll 1 nandarafflesiagunodihardjo,-,138,False,2025,6
151,nandarafflesiagunodihardjo,5,2025-07-13 11:00,"Bagus, warna hitam, rasa ketan bagus, tepung ketan bersih, 1 amhsnh23",-,69,False,2025,7
152,amhsnh23,5,2022-06-07 07:53,"Kualitas: bagus banget dibikin kue ga bantat, rasanya enak murni ketan hitam asli 1 p*****s",-,91,False,2022,6
153,p*****s,5,2025-06-20 15:43,Semoga hasilnya bagus buat bolu ketan kukus Update Penilaian Enakk mantab 1 faizannisas,-,87,False,2025,6
154,faizannisas,5,2025-06-14 15:37,hasil kue pake tepung ini sangat mantap 1 1 2 ... 23 24 25 26 27 ...,-,68,True,2025,6
155,faizannisas,5,2025-06-14 15:37,hasil kue pake tepung ini sangat mantap 1,-,41,False,2025,6
156,fania.2011,5,2025-06-28 16:05,"alhamdulilah sudah sampai... nanti kalau sdh dibikin kue, sy upload lagi.. tq 1 rara.marliany",-,93,False,2025,6
157,rara.marliany,5,2025-06-19 08:37,"Pengiriman lumayan cepat cm 2 hari,barang d bungkus aman,blm d coba untuk rasa mudah² an tepungnya enak,thanks seller 1 prilly.aulia",-,132,False,2025,6
158,prilly.aulia,5,2025-06-19 15:58,"Rasa: blm tau Tekstur: lembut Kegunaan: untuk kue Belum tahu untuk rasa atau gimananya,soalnya blm dicobain 0:05 1 satrianurjagat",-,129,False,2025,6
159,satrianurjagat,5,2022-02-07 00:50,1 leniprastyanii,-,16,False,2022,2
160,leniprastyanii,5,2025-11-13 09:37,"Rasa: enak Tekstur: bagus Kegunaan: untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapi, dpt potongan hrga, realpict dwn udh aku coba ternyata enak, cocok bgt buat bolu ketan teksturnya jg lembut ga bgtu berpasir kyk tepung ketan merk lain. Terimakasih seller",-,278,False,2025,11
161,Langganan,5,2022-05-25 16:08,1 1 2 ... 24 25 26 27 28 ...,-,28,True,2022,5
162,aw389d478a,5,2025-12-15 20:06,Tepungnya murah meriah tapi mantul tidak kalah sama yang harganya lebih mahal top markotop mudah-mudahan banyak yang order bolu di aku dan aku kalau order tepung terus di situ thank you seller 0:14,-,197,False,2025,12
163,55e6efb8ai,5,2025-09-04 12:22,"Rasa: pas Tekstur: baik Kegunaan: cocok utk kue Terimakasih seller amanah paket sampai dgn cepat, bahannya bagus pas dan cocok buat aneka kue, tepung lembut dan baik all the best 👍🏻👍🏻👍🏻",-,185,False,2025,9
164,mayawirda14,5,2025-06-18 14:44,Bolunya jdi enaakk... wangi jga tepungnya... recommended pokoknyaa 1 e*****i,-,76,False,2025,6
165,e*****i,5,2025-11-05 09:00,Rasa: lezat Tekstur: lembut Kegunaan: bikin bolu kukus ketan hitam jd uenaaakk pake tepung ini,-,94,False,2025,11
166,aziezharr,5,2025-07-27 21:35,Rasa: Iri saya bikin bolu ketan pakai ini jadi enakkk,-,53,False,2025,7
167,d*****4,5,2026-02-11 21:28,Tepung ketan hitam atau keju manis ya mas wkwk tapi kalo yg lain kurang suka yg ini sih wkwk aku juga pernah beli di pasar gitu sih tapi,-,136,False,2026,2
168,rintisayi,5,2025-07-11 07:25,"Tekstur: lembut Kegunaan: u/ bolu dll Blm d cb ...in syaa Alloh enk, udah lm gk bkin bolu ketan item 0:04 1 aasahmadbasit",-,121,False,2025,7
169,aasahmadbasit,5,2025-07-31 13:52,Rasa: enak Tekstur: lrmbut Kegunaan: buat keue keyan hitam yg lembut dan gurih 1 salimbakhtiar368,-,97,False,2025,7
170,salimbakhtiar368,5,2026-01-31 16:40,Rasa: rasanya enak Tekstur: teksturnya lembut ada krenyes2nya Kegunaan: untuk bolu atau brownis ketan hitam Alhamdulillah mendarat dengan selamat Recommended banget👌,-,165,False,2026,1
171,yanti_kumasih,5,2026-01-30 19:17,"Rasa: enak Tekstur: lembut Kegunaan: buat kue pengiriman cepat tetapi tdk safety , kualitas bagus, harga standar mohon packing yg safety pecah 1pcs bocor 1pcs 0:14",-,163,False,2026,1
172,ibunatikafakhri,5,2022-03-04 11:52,Packing supercepat dan rapih Kualitas produk oke ssuai deskripsi Pngrimanny cpt bnget 👍👌 1 ze0s_styhc,-,101,False,2022,3
173,ze0s_styhc,5,2025-10-16 14:08,Rasa: lezat dan memuaskan Tekstur: halus Kegunaan: untuk membuat kue Alhamdulillah. Dapat tepung ketan hitam original dengan harga murah. Aromanya wangi banget. Khas ketan hitam. Ini mau beli lagi. Pelanggan ku pada suka. Terimakasih ya.,-,237,False,2025,10
174,m*****h,5,2025-10-29 20:34,Rasa: enak dan kenyal Tekstur: memiliki tekstur yg beda dr yg lain LBH lembut tp msha da tekstur khas ketan hitam nya Kegunaan: cocok untuk bikin bolu,-,150,False,2025,10
175,Langganan,5,2022-03-24 15:02,Jenis: tepung Harga: murah Kualitas: bgus Ini hasil dari tepung pulut hitam nya ya Makasih seller 3 falichanura,-,111,False,2022,3
176,r*****0,5,2025-07-17 16:31,1 arapungki.cantik,-,18,False,2025,7
177,arapungki.cantik,5,2025-07-12 14:41,1 1 2 ... 27 28 29 30 31 ...,-,28,True,2025,7
178,stevenpranoto2,5,2025-06-19 18:40,Barang diterima baik dan sesuia pesanan...pengiriman cepat.... 0:07 1 septiarisandi,-,83,False,2025,6
179,septiarisandi,5,2025-08-06 14:33,"udah kedua kalinya order tepung ketan disini dan menurut saya jauh lebih enak dr tepung ketan yg biasa aku pakai beli di toko bahan kue, dan warnanya juga hitam pekat pas di jadikan bolu, jadi lebih menarik masyaAllah banget Allah kasih jalan saya untuk belanja di seller inih semoga selalu konsisten..aamiin",-,308,False,2025,8
180,l*****8,5,2025-07-20 18:00,"Update Penilaian Bagus bget hasil nya hitam pekat,,rasanya juga enak Mantapp 👍👍👍 1 f*****6",-,90,False,2025,7
181,f*****6,5,2025-06-10 10:49,Rasa: enak lezat Kegunaan: bikin bolu Tekstur: lembut Terima kasih seller sudah dikirim dengan baik dan benar serta tidak ada yang minus sedikit pun dan harga juga terjangkau 1 tesataniabdj,-,189,False,2025,6
182,tesataniabdj,5,2025-08-25 20:58,Rasa: tepung Tekstur: lembut Kegunaan: buat kue,-,47,False,2025,8
183,r*****i,5,2025-12-21 18:16,"Order ke 2 kali.. Rasanya ketam hitam asli, enak berpasir 😋",-,59,False,2025,12
184,tyanuken123,5,2022-04-15 07:59,Jenis: Cap bummi Harga: Lumayan Kualitas: Belum dicoba 1 muhammadashfiyanur,-,75,False,2022,4
185,muhammadashfiyanur,5,2025-12-07 17:34,Halus dan lembut hitam juga klo jd nya 0:32,-,43,False,2025,12
186,l*****a,5,2025-12-09 20:06,"Tepung ketannya halus dan bersih, kualitas bagus. Cocok banget buat bikin kue tradisional. Pengiriman cepat dan packing rapi. Barang sesuai deskripsi, tepung masih fresh dan tidak menggumpal. Hasil masakan jadi lebih lembut dan pulen. Recommended seller!",-,254,False,2025,12
187,ismi_sw16,5,2025-06-09 11:15,Rasa: enak2 aja Kegunaan: buat kue Tekstur: seperti ada bulir2nya Enakk Ga apek Bolu after matang jiga jadi warna hitam  baguss Pandai2 aja kita yy masak 1 joeddtania,-,166,False,2025,6
188,joeddtania,5,2025-06-08 14:50,Rasa: enak Kegunaan: mantap Kualitas: ketan hitam asli gurih mantap terimakasih bgt ya jgn ragu beli disini 1 1 2 ... 29 30 31 32 33 ...,-,136,True,2025,6
189,nulmahbeby,5,2025-07-12 17:33,Rasa: baik Tekstur: baik Kegunaan: bikin kue Alhamdulillah mendarat dengan selamat sempurna dan lengkap tidak ada komentar jelek 1 taufikdago | Langganan,-,153,False,2025,7
190,Langganan,5,2022-04-22 16:19,harga murah kualitas oke buat bikin bolu enak dan cepat sampai 1 il1arahja2,-,75,False,2022,4
191,il1arahja2,5,2025-11-05 18:08,"Kegunaan: cocok untk membuat kue Baru pertama kli beli n blm d coba recook,lgsg psn 2 donk",-,90,False,2025,11
192,r*****n,5,2023-06-10 07:38,1 f_bpxo_0bz,-,12,False,2023,6
193,f_bpxo_0bz,5,2025-11-19 12:49,"Rasa: rasa yang crenyes2 Tekstur: masih ada rasa ketan kasar2 Kegunaan: cocok Sudah buat kwe,,ada rasa ketan yang kreyes... tekstur kasar dikit,,beda sama tepung ketan putih ya( Alus lembut lumer)",-,196,False,2025,11
194,vinisriruhiman,5,2025-06-13 18:14,"Rasa: enak wangi Tekstur: halus Kegunaan: untuk bikin bolu Hasil warnanya bagus, hitam pekat 1 1 2 ... 30 31 32 33 34 ...",-,121,True,2025,6
195,defriyanti450,5,2025-06-18 18:18,Packingan sangat aman.. Dr bentuk nya bahus good quality.. Tdk tahu rasanya,-,75,False,2025,6
196,tikamaliyatul,5,2022-04-14 11:14,Jenis: baik Harga: terjangkau Kualitas: sangaat bagus,-,53,False,2022,4
197,vennoyee,5,2025-08-11 18:11,"Murah sih tp beratnya tdk ada 500 gram, 500 kurang dikit",-,56,False,2025,8
198,jalansehat125,5,2023-06-10 06:28,Cocok Untuk: bikin kue Kualitas: bagus Akhirya yang di tunggu datNg juga udah gk sabar pengwn bikin semoga enak bisa buat beli lagi,-,131,False,2023,6
199,a*****i,5,2025-06-20 16:55,1 aw389d478a,-,12,False,2025,6
200,aw389d478a,5,2026-02-27 15:28,Tepungnya mantap untuk bolu ketan hitam langganan terus thank you seller pertahankan mudah-mudahan next time dapat diskon lagi,-,126,False,2026,2
201,arfinggi,5,2025-07-08 20:11,"pengiriman cepet, tepungnya bagus",-,33,False,2025,7
202,akbarplastikdanbahankue,5,2025-06-08 12:31,Aman sampai tempat ♥️,-,21,False,2025,6
203,chelre_26,5,2025-10-19 15:46,"Rasa: enak Tekstur: lembut Kegunaan: untuk buat kue Tepung yg bagus untuk bolu keju lumer, tepungnya wangi g apek, langganan beli disini",-,136,False,2025,10
204,warnisihasih,5,2025-08-10 05:20,Rasa: kue Tekstur: lembut Kegunaan: cocok bikin inan kue,-,56,False,2025,8
205,miftakul_huda333,5,2025-07-15 17:03,"Rasa: gurih Tekstur: sedikit ada kasarnya Kegunaan: bahan kue bolu, kue basah. Ini produk tidak apek, beda sama merk yg laen",-,124,False,2025,7
206,a*****u,5,2025-06-10 17:03,"Rasa: enak, mungkin sedikit kurang kuat rasa ketannya. tapi oke bgt, tekstur nya juga ke bolu ga kasar bgt (aku saring dulu). warnanya juga item pekat. Kegunaan: bolu kukus ketan Tekstur: umumnya bolu kukus ketan, ga bantet, tapi gatau kenapa di aku kurang ngembang dikit tp ga bantet. tapi aku bakal repeat order sih kek nya. soalnya bener2 ga yang jadi abu2 atau minim rasa ketan hitamnya (masih sedikit strong). 0:20",-,419,False,2025,6
207,ani.yuliani,5,2025-12-14 04:43,"Rasa: lezat Tekstur: lembut Kegunaan: cocok untuk bahan kue Baru nyoba Produk nya, hasil empuk & kenyal kuenya....",-,114,False,2025,12
208,n*****6,5,2025-07-31 00:07,Sudah sampai semoga rasa tepung ketan hitam nya enak dan bisa pesen lagi deh hehehe 1 asti001242,-,96,False,2025,7
209,asti001242,5,2025-07-10 17:57,Rasa: GK tau gi mau d coba Tekstur: lembut Kegunaan: untuk membuat kue Sesuai ekspektasi cuman blum tau hasil nya.. lgi mau d coba buat bikin kue bolu lumer..,-,158,False,2025,7
210,n*****8,5,2025-08-12 16:20,Rasa: pas Tekstur: bagus Kegunaan: untuk kue Mndrt dngn slmt dan bagus,-,70,False,2025,8
211,budisastrini,5,2025-11-01 15:47,Rasa: memuaskan Tekstur: lembut Kegunaan: buat kue lezat,-,56,False,2025,11
212,saanissaa,5,2025-10-02 08:11,Rasa: lezat Tekstur: lembut Kegunaan: cocok bikin kue,-,53,False,2025,10
213,azizarahma2101,5,2025-10-31 15:44,"Rasa: blm di rasain,tunggu di kirimin dari mertua aja 🤭 Kegunaan: buat bolu mertua",-,82,False,2025,10
214,dewikunthi88,5,2025-07-11 18:02,"Order yg ke 2kalinya karena paling murah,dan rasa kue nya jadi ga krenyes2 bangett enakk",-,88,False,2025,7
215,widaazahrahidham,5,2025-09-21 17:37,Rasa: enak bgt Tekstur: lembut Kegunaan: cocok untuk makanan yg lezat,-,69,False,2025,9
216,d*****4,5,2026-02-11 21:30,Tepung ketan hitam atau keju manis ya mas hehe makasih infonya mbak wkwk tapi saya juga pernah nyoba sih enak kok mas wkwk cuma emang gak,-,137,False,2026,2
217,a*****y,5,2025-06-22 18:59,"Sesuai dengan selera, thankyou seller dan abang kurir, sukses selalu",-,68,False,2025,6
218,k1204010100356,5,2025-06-19 16:26,Seenak ituhhhh Ini aku udh co lagi langsung beli dua,-,52,False,2025,6
219,karinasafana,5,2022-06-10 16:48,"Jenis: tepung Harga: standar Kualitas: bagus Udh di coba bikin boku ketan, enak, tp anak Q g suka",-,97,False,2022,6
220,sintaikahapsari,5,2025-06-19 20:11,"Barang sesuai pesanan, kualitas ok",-,34,False,2025,6
221,nyomanyudiarta76,5,2025-06-16 15:14,Rasa: memuaskan Tekstur: lembut,-,31,False,2025,6
222,w*****_,5,2025-10-26 17:16,Rasa: ketan hitam Tekstur: lembut seperti tepung Kegunaan: untuk membuat kue boltem,-,83,False,2025,10
223,suharti12april,5,2026-03-14 18:19,"Terimakasih banyak atas pengirimannya 👍👍 semoga semakin bertambah sukses laris manis dan berkah usahanya, aamiin",-,112,False,2026,3
224,suharti12april,5,2026-03-09 23:12,"Terimakasih banyak atas pengirimannya 👍👍 semoga semakin bertambah sukses laris manis dan berkah usahanya, aamiin",-,112,False,2026,3
225,a*****1,5,2022-05-28 18:42,Jenis: bubuk Harga: tetjangkau Kualitas: ok Langgan ajj Next order lagi 🙏🙏,-,74,False,2022,5
226,uunmaharanis,5,2026-02-20 13:56,"Tepungnya tidak kasar, halus sekali Rasa enak Aroma sedap",-,57,False,2026,2
227,a*****i,5,2025-07-30 19:31,alhamdulillah sudah sampai... jadi bisa bikin kue bolu lumer 1 m4m4ica,-,70,False,2025,7
228,m4m4ica,5,2025-12-17 19:19,Selalu berlangganan beli tepung disini... Enak tidak bau dan hitam pekat,-,72,False,2025,12
229,meilaningsih1305,5,2022-03-18 12:40,Jenis: baik Harga: ok Kualitas: baik,-,36,False,2022,3
230,14fitrimariana,5,2025-06-08 13:16,Mantap sesuai dengan keinginan anda dan kami ucapkan banyak terima kasih atas kunjungan Anda selamat,-,100,False,2025,6
231,yellysany,5,2025-08-31 11:06,Rasa: enak Tekstur: lembut Kegunaan: cake ketan hitam Sudah 2x beli di sini dapat harga murah tapi kualitas sama dgn yg harga mahal Update Penilaian Tepung ketan hitam ini harganya ekonomis tapi kualitas ok seperti yg harganya mahal 0:10,-,237,False,2025,8
232,t*****2,5,2025-08-07 19:15,"Brg cepat sampai baru pertama kali beli ini, semoga gorengan enak dan krispi.",-,77,False,2025,8
233,nurul.irawat1,5,2022-03-17 19:28,"Jenis: Tepung Harga: 6 ribuan Kualitas: baik Paket sampai dengan aman sesuai pesanan,tapi expired nya ga keliatan euy",-,117,False,2022,3
234,theresiainawati157,5,2025-08-02 21:26,Rasa: enak dan aromanya wangi Tekstur: lembut Kegunaan: buat cake Cocok dengan merk yg ini,-,90,False,2025,8
235,nandamoethy,5,2025-06-20 22:14,Kalo bgus aku order yg banyak yah Kaka dsni Packing aman  meskipun pakai plastik tapi alhamdulilah selamat sampai sini,-,118,False,2025,6
236,ekaerwana237,5,2025-06-10 20:12,Rasa: meemuaskan Kegunaan: cocok bikin bolu Tekstur: bagus pas,-,62,False,2025,6
237,kusnulf,5,2025-12-26 16:57,Suka bgt bagus banget pokoknya Sukses trs toko nya amanah terus dan lari manis terusss🥰🥰,-,88,False,2025,12
238,tantie_18,5,2025-10-17 23:48,"Hasil kue nya jadi wangii, suka 👍",-,33,False,2025,10
239,a*****0,5,2026-04-26 22:29,Lebih enak dr merk 1 lg yg pernah dcoba. Pulen gt dibikin bolu kukus,-,68,False,2026,4
240,Langganan,5,2022-04-16 16:49,barang bagus cepat sampai kualitas oke harga murah pokoknya juara,-,65,False,2022,4
241,githabitaufik3,5,2025-10-25 10:55,"Selalu puas, packing aman,,, udh langganan beli disni",-,53,False,2025,10
242,paramastri03,5,2025-09-14 04:19,"Buat bikin bolu, wanginya jadi lebih enak",-,41,False,2025,9
243,u*****e,5,2025-07-29 07:15,Baru pertama x coba. Jadi belum tau hasilnya enal atau tidak. Bagus atau tidak. Kalau hasil nya bagus next order lagi 0:23 1 jalebiprasad,-,137,False,2025,7
244,jalebiprasad,5,2022-05-18 08:01,Harga: murah Kualitas: bagus,-,28,False,2022,5
245,galihaiiu20,5,2025-08-09 17:41,Hitam.pekat legit setelah di masak,-,34,False,2025,8
246,divat0x,5,2025-07-21 07:54,Rasa: lezat Tekstur: bagus Kegunaan: kue lezat Bagus,-,52,False,2025,7
247,hetti_mulyati,5,2025-10-31 18:33,"pengiriman sangat cepat, 1 hari pesan sdh sampai.. terimakasih seller",-,69,False,2025,10
248,v*****3,5,2025-12-05 12:49,Rasanya enak lembut bolunya pokoknya rekomended dah yg ke 3 kali beli ditoko ini makasih seller pengirimannya cepat banget,-,122,False,2025,12
249,albabyshop4,5,2025-07-27 21:58,Rasa: lezat Tekstur: lembut tdk berpasir Kegunaan: membuat kue Warnanya pekat merk ini sukaa sekalii...next order disini terus thank you,-,136,False,2025,7
250,msidik25,5,2025-06-27 18:35,Rasa: enak tidak berpasir Tekstur: tekstur bagus Kegunaan: cocok membuat kue Pengiriman agak lama,-,97,False,2025,6
251,_*****e,5,2025-07-12 13:43,Dibuat bolu ketan hitam enak banget,-,35,False,2025,7
252,mulya.filter,5,2025-11-27 15:12,"Rasa: rasanya enak sekali cocok dibuat utk bronis kukus,semua teman mpe tanya beli dimana",-,89,False,2025,11
253,mamaiii75,5,2025-07-31 09:04,"Sudah sampai, aman no bocor bocor, semoga enak buat bikin kue"" ...harga terjangkau dan exp masih aman .. 1 boahancock06",-,119,False,2025,7
254,boahancock06,5,2025-06-19 15:11,"Tepungnya enak, ga bau. Murah juga makasiiii 🥰🫶🏻 0:15",-,53,False,2025,6
255,k*****1,5,2026-01-16 12:58,Tepung ketan bummi tanni mantul legit no debat😍😍😍,-,49,False,2026,1
256,queenabell_corner,5,2026-05-07 06:44,"Bagus buat bikin kue ,,, lembutb",-,32,False,2026,5
257,leniprastyanii,5,2026-02-20 21:44,"Rasa: enak Tekstur: bagus Kegunaan: untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",-,158,False,2026,2
258,nurulhaniyah017,5,2025-08-03 08:38,Rasa: enak Tekstur: lembut Kegunaan: bolu ketan hitam Terimakasih seller,-,72,False,2025,8
259,Langganan,5,2022-04-16 18:55,pengiriman sngat cpat .,-,23,False,2022,4
260,theresiainawati157,5,2025-07-28 18:10,Blm dicoba...bungkusnya bocor 1 1 2 ... 42 43 44 45 46 ...,-,58,True,2025,7
261,theresiainawati157,5,2025-07-28 18:10,Blm dicoba...bungkusnya bocor 1,-,31,False,2025,7
262,k1204010100356,5,2025-06-19 16:30,Pesenan ke dua kli nya lngsung 2 😍,-,34,False,2025,6
263,d_ariastuti,5,2025-12-17 13:35,Paket sudah sampai. Ketannya rasanya enak dan warnanya juga bagus kalautuk bolj kukus. Langganam aku suka. Thanks seller dan shopee,-,131,False,2025,12
264,vannyseptia29,5,2026-04-21 12:37,Akhirnya datang jugaa.. Makasiiii,-,33,False,2026,4
265,nandamoethy,5,2025-07-15 20:29,Langganan pokoknya kak maksii ya kak sudah amanah,-,49,False,2025,7
266,mirmagadis30,5,2025-07-01 20:49,Semoga enak nanti di bikin bolu..,-,33,False,2025,7
267,d*****e,5,2025-07-25 08:34,Mntp pisan pokonyaaa😍,-,21,False,2025,7
268,duwiisharyanti,5,2025-07-05 12:51,Rasa: enak Tekstur: lembut Kegunaan: untuk buat bolu,-,52,False,2025,7
269,magda99,5,2025-06-20 13:42,"Premium. Belum coba si, besok baru mau baking",-,45,False,2025,6
270,leniprastyanii,5,2026-04-24 17:40,"Tekstur: lembut Rasa: enak Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",-,139,False,2026,4
271,leniprastyanii,5,2026-03-06 18:38,"Tekstur: lembut Rasa: enak Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",-,139,False,2026,3
272,murilia69,5,2025-06-22 11:54,"Bikin yg lagi viral,,enak juga pake merk ini,thank u seller",-,59,False,2025,6
273,peni021,5,2025-07-07 17:09,"Meskipun beki 1 tetep dikirim dong packingnya aman banget lagi,,, makasih ya min",-,80,False,2025,7
274,muhammadvirza033,5,2025-07-09 19:42,Makasih banget d kirimnya sangat cepat.,-,39,False,2025,7
275,d*****4,5,2025-09-14 09:19,"Aku suka beli disini, rasanya enak, warnanya juga bener bener gelap, cantik banget hasilnya",-,91,False,2025,9
276,my_hilyah,5,2025-07-07 19:13,Bagus tepung ketan nya,-,22,False,2025,7
277,dinafw796,5,2026-02-08 12:56,"Rasa: enak,ga tengik Tekstur: bagus Kegunaan: kue Pembelian ke-2,memuaskan Respon cepat,produk kualitas pun sangat bagus",-,120,False,2026,2
278,umastore88.id,5,2025-09-09 17:39,Rasa: enak tepunya ga apek fres,-,31,False,2025,9
279,e*****9,5,2025-07-28 07:36,Pengiriman cepat. Packing aman. Harga murah. Kualitas ok. Recommended. Makasih seller,-,85,False,2025,7
280,e*****9,5,2025-07-28 07:51,Pengiriman cepat. Packing aman. Harga murah. Kualitas ok. Recommended. Makasih seller 1 d*****3,-,95,False,2025,7
281,d*****3,5,2025-08-11 20:10,Rasa: Ok Tekstur: Bagus Kegunaan: Buat kue,-,42,False,2025,8
282,a*****5,5,2022-05-05 14:44,0:04,-,4,False,2022,5
283,a*****n,5,2025-06-19 15:29,"Rasa: ok Tekstur: ok Kegunaan: pas bgt buat bolu terima kasih kaka seller, paket sudah sampai dengan baik, lengkap, cepat... alhamdulillah 0:08",-,143,False,2025,6
284,s*****i,5,2025-10-26 19:47,Enak gak bikin perut gak nyaman Smoga amanah trus Mkasih seller Berkah selalu,-,77,False,2025,10
285,pe5tf2s63j,5,2025-06-29 09:56,"Produk sesuai pesanan tp blm di coba semoga bagus ya,dan smp dlm keadaan baik.",-,78,False,2025,6
286,nurul2502,5,2025-07-15 19:55,Barang sesuai 👍,-,15,False,2025,7
287,a*****n,5,2025-07-11 21:57,"Rasa: ok Tekstur: ok Kegunaan: ok terima kasih kakak seller paket sudah sampai dengan baik, aman, lengkap, alhamdulillah",-,120,False,2025,7
288,linda_yana_budiman,5,2025-12-17 05:03,Rasa: ok Tekstur: ok Kegunaan: ok Ok,-,36,False,2025,12
289,giskaestynara,5,2025-07-21 20:48,Rasa: belom tau Semoga sesuai ekspektasi 0:42,-,45,False,2025,7
