No,Username,Rating,Waktu,Ulasan Text,Teks_Clean,Sentimen
93,nabilaazra_11,5,2025-06-09 01:42,"Rasa: memuaskan enakk Kegunaan: cocok untuk bolu Tekstur: lembut, tidak terlalu berpasir Penjual responsif, barang juga cepat sampai, rasanya enak, teksturnya bagus ...",muas enakk guna cocok bolu tekstur lembut pasir jual responsif barang cepat tekstur bagus,Netral
94,d*****l,5,2025-06-21 13:32,Cocok Untuk: makanan Kualitas: ok Alhamdulillah sudah sampai pesanan saya. Anak saya suka sekali. Bagus sekali. Barakallah. Recomended seller.  1 w*****g,cocok makan kualitas ok alhamdulillah pesan anak suka bagus barakallah recomended seller,Positif
95,w*****g,5,2025-07-14 20:50,Rasa: memuaskan Tekstur: lembut Kegunaan: untuk kue Terimakasih semoga cocok untuk buat kue . Mudah mudahan beli kembali . Terimakasih  1 herawardana,muas tekstur lembut guna kue terimakasih moga cocok kue mudah mudah beli terimakasih herawardana,Positif
96,herawardana,5,2025-06-11 07:57,Rasa: mantap Kegunaan: cocok untuk membuat Kue Tekstur: sangat Halus 1 s*****l,mantap guna cocok kue tekstur halus,Positif
97,s*****l,5,2022-10-04 06:16,"Kualitas: lumayan Cocok Untuk: kue bolu, putu ayu Alhamdulillah sudah sampai, untuk packing mohon ditingkatkan lagi soalnya masih pakai plastik depany  2 kasringga",kualitas lumayan cocok kue bolu putu ayu alhamdulillah packing tingkat pakai plastik depany kasringga,Positif
98,kasringga,5,2022-03-24 17:18,"Jenis: ketan hitam Harga: murah Kualitas: Belum tau Sudah sampe tepung nya, packing an nya aman banget, di pakek in bubble wrap,, datang sesuai pesanan , 2 bungkus, tapi yg satu bungkus ada lubang kecil, jadi sedikit buyar tepung nya pas di buka tadi, tp ngk pp deh. Terima kasih  1 anggi_fitriana | Langganan",jenis ketan hitam harga murah kualitas tau sampe tepung packing an aman banget pakek in bubble wrap sesuai pesan bungkus yg bungkus lubang buyar tepung pas buka tp ngk pp deh terima kasih anggi fitriana langgan,Positif
99,Langganan,5,2022-02-19 07:02,Jenis: bubuk ketan hitam Harga: murah Kualitas: baik ...,jenis bubuk ketan hitam harga murah kualitas,Positif
100,t*****9,5,2025-11-21 16:17,"Pesanan sudah sampai kk. Terimakasih. Terlihat kualitas nya bagus. Baru mau coba, smoga hasilnya memuaskan.",pesan kk terimakasih kualitas bagus coba smoga hasil muas,Positif
101,mianurmafiani,5,2025-06-23 12:10,"Paket sudah sampai dengan keadaan baik, terimakasih  1 c*****d",paket terimakasih,Positif
102,c*****d,5,2025-08-07 10:24,Pengirimannya cepat packingannya aman pake bubble. Mau bikin bolu ketan hitam smoga jadi,kirim cepat packingannya aman pake bubble bikin bolu ketan hitam smoga,Positif
103,l*****i,5,2025-11-21 08:26,"Rasa: enak Tekstur: lembut Kegunaan: cocok untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapi, hrga oke dan realpict. Terimakasih seller",tekstur lembut guna cocok kue alhamdulillah paket sdh kirim cpt packing rapi hrga oke realpict terimakasih seller,Positif
104,wetriyputri,5,2025-08-30 22:02,"Desain sangat menanrik dan bagus, ukuran pas dan sesuai, kualitas bagus dan memuaskan",desain menanrik bagus ukur pas sesuai kualitas bagus muas,Positif
105,i*****4,5,2025-11-14 17:57,Rasa: enak Tekstur: lembut Kegunaan: untuk membuat bolu ketan hitam Alhamdulillah dapet harga murah pas 11.11.. Pengiriman cepat.. Rasa enal,tekstur lembut guna bolu ketan hitam alhamdulillah dapet harga murah pas kirim cepat enal,Positif
106,l*****i,5,2026-01-22 08:39,"Rasa: enak Tekstur: bagus Kegunaan: untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke dan realpict. Terimakasih seller",tekstur bagus guna kue alhamdulillah paket sdh kirim cpt packing rapih hrga oke realpict terimakasih seller,Positif
107,aripinbuana,5,2022-04-06 12:52,Alhamdulillah paket sudah diterima pengiriman barang cepat barang sesuai pesanan kurir ramah 1 fitriaevisriwianti,alhamdulillah paket terima kirim barang cepat barang sesuai pesan kurir ramah fitriaevisriwianti,Positif
108,fitriaevisriwianti,5,2025-06-17 08:01,"Mudah mudahan ketan hitam asli...sesuai harga lah,,,makasih 1 jendelabukushop",mudah mudah ketan hitam asli sesuai harga makasih jendelabukushop,Positif
109,jendelabukushop,5,2026-01-06 13:08,Rasa: Lumayan Tekstur: lembut Kegunaan: cocok untuk ketan hitam Buat pemula cocok untuk jualan ketan hitam,lumayan tekstur lembut guna cocok ketan hitam mula cocok jual ketan hitam,Positif
110,y*****u,5,2025-09-04 14:05,Rasa: tawar blm diolah Tekstur: halus Kegunaan: untuk membuat kue Semoga bisa menjadi langganan. Untuk membuat kue tepung ketan hitam.,tawar blm olah tekstur halus guna kue moga langgan kue tepung ketan hitam,Positif
111,r*****s,5,2025-07-19 10:50,"Kegunaan: untuk ketan hitam Mantap, barang aman sampai tujuan, langganan di toko ini, terimakasih seller  ...",guna ketan hitam mantap barang aman tuju langgan toko terimakasih seller,Positif
112,ikketheaa,5,2022-04-28 20:55,Jenis: tepung Harga: lumayan Kualitas: okee Rencana mau bikin kue pas mudik nnti d sanah..mksih seller dan kurir🙂  1 m*****8,jenis tepung harga lumayan kualitas okee rencana bikin kue pas mudik nnti sanah mksih seller kurir,Positif
113,m*****8,5,2025-07-10 12:20,"Alhamdulillah barangnya sampai dengan dengan selamat dan barang yang datang sesuai pesanan saya , paking nya aman dan rapih. 1 w*****a",alhamdulillah barang selamat barang sesuai pesan paking aman rapih,Negatif
114,w*****a,5,2022-07-21 19:23,Kualitas: ok Cocok Untuk: saya Sesuaiiiii murahhh 1 lustyto_hermawan,kualitas ok cocok sesuaiiiii murahhh lustyto hermawan,Positif
115,lustyto_hermawan,5,2025-09-12 19:46,alhamdulillah paket sudah datang pgiriman cepat pgemasan rapih,alhamdulillah paket pgiriman cepat pgemasan rapih,Positif
116,a*****a,5,2025-08-07 15:00,"Kegunaan: untuk membuat kue Di offline nyarinya agak susah, baru mau coba semoga hasilnya memuaskan👍👍",guna kue offline nyarinya susah coba moga hasil muas,Positif
117,kimling19,5,2025-06-07 09:47,"Rasa: belum tahu Kegunaan: roti Kualitas: belum tahu baru coba Pesanan sudah saya ambil , ednya tidak jelas /tidak ada , kode produksinya juga tidak ada, packing baik  ...",guna roti kualitas coba pesan ambil ednya kode produksi packing,Positif
118,a*****n,5,2026-02-28 19:47,"Tekstur: ok Rasa: ok Rasakan: ok terima kasih kakak seller, paket sudah sampai di rumah dengan baik, aman, lengkap, cepat, Alhamdulillah...",tekstur ok ok rasa ok terima kasih kakak seller paket rumah aman lengkap cepat alhamdulillah,Positif
119,Langganan,5,2022-04-11 22:14,Jenis: tepung Harga: murah Kualitas: bagus Sekian kali nya beli di sini Masih aman aja sih  1 k*****6,jenis tepung harga murah kualitas bagus sekian beli aman aja sih,Positif
120,k*****6,5,2022-08-31 21:23,"Alhamdulillah paket udah nyampe tadi sore, maaf baru bisa kasih ulasan. Thanks seller, bang kurir dan shoppe  1 nindy.ps",alhamdulillah paket udah nyampe sore maaf kasih ulas thanks seller bang kurir shoppe nindy ps,Positif
121,nindy.ps,5,2022-05-29 15:49,sesuai pesanan.. sesuai gambar.. terimakasih  1 selaisegar,sesuai pesan sesuai gambar terimakasih selaisegar,Positif
122,selaisegar,5,2025-06-22 21:36,"Salah variant, harusnya satunya tepung sagu tp yaudah lh 1 indhiera",salah variant satu tepung sagu tp yaudah lh indhiera,Positif
123,indhiera,5,2025-07-28 14:51,Rasa: ketan hitam Tekstur: halus Kegunaan: utk kue Okeee ...,ketan hitam tekstur halus guna utk kue okeee,Positif
124,franiko88,5,2025-09-14 02:11,Makasih shopee buat diskonnya jadi bisa beli barang ini deh,makasih shopee diskon beli barang deh,Positif
125,franiko88,5,2025-09-14 02:14,Makasih shopee buat diskonnya jadi bisa beli barang ini deh,makasih shopee diskon beli barang deh,Positif
126,bunda_astrii,5,2025-08-08 14:36,Rasa: gak begitu pro sih Tekstur: masih kasar Kegunaan: kue ketan Rasanya terlalu organik jd berasa kerasa sekali berasnya,gak pro sih tekstur kasar guna kue ketan organik jd asa rasa beras,Negatif
127,i*****y,5,2025-07-12 21:19,"Niatnya mau bikin bolu ketan, tapi belum juga, hahaha... karena takut susah nyari di toko2, akhirnya beli online, deh.  1 wetriyputri",niat bikin bolu ketan hahaha takut susah nyari toko beli online deh wetriyputri,Positif
128,n*****h,5,2025-07-11 14:45,Terima kasih Seller pesanan sudah diterima dengan baik 🙏🏼👍🏼 ...,terima kasih seller pesan terima,Positif
129,joewitajoewita387,5,2025-10-22 17:41,Alhamdulillah paketannya sudah sampai..pengiriman cepat..packing aman..ga ada kebocoran..harga murah..toko amanah..makasih seller..makasih shopee..makasih abang kurir,alhamdulillah paket kirim cepat packing aman ga bocor harga murah toko amanah makasih seller makasih shopee makasih abang kurir,Netral
130,s*****1,5,2025-08-02 00:12,"Rasa: belum dicoba Tekstur: belum dicoba Kegunaan: bolu kukus belum dicoba , semoga berhasil buat bolu ketan hitam, terimakasih seller semoga sukses selalu seller",coba tekstur coba guna bolu kukus coba moga hasil bolu ketan hitam terimakasih seller moga sukses seller,Positif
131,tya_samsuri,5,2025-07-07 17:06,Rasa: ketan Tekstur: halus Kegunaan: u kue Paket sdh di terima. Mkasih seller n kurir... 1 r*****s,ketan tekstur halus guna kue paket sdh terima mkasih seller kurir,Positif
132,r*****s,5,2025-07-19 10:49,"Mantap, barang aman sampai tujuan, langganan di toko ini, terimakasih seller  1 bittersweet.cake | Langganan",mantap barang aman tuju langgan toko terimakasih seller bittersweet cake langgan,Positif
133,Langganan,5,2022-04-19 05:55,Barang oke harga sesuai kualitas pengiriman cepat sesuai.. maaf foto ga bisa sesuai .....  1 r*****s,barang oke harga sesuai kualitas kirim cepat sesuai maaf foto ga sesuai,Positif
134,r*****s,5,2025-07-30 15:07,"Mantap, repeat order disini, karna amanah & pengiriman cepat. Terimakasih banyak seller  ...",mantap repeat order karna amanah kirim cepat terimakasih seller,Positif
135,m*****h,5,2025-06-18 07:20,Rasa: rasanya enak dan lembut Tekstur: masih ada kaya berpasir GT tapi GK bikin seret 1 x8mcx0cjay,lembut tekstur kaya pasir gt gk bikin seret xmcxcjay,Netral
136,x8mcx0cjay,5,2025-08-01 12:20,"Terima kasih sudah sampai , exp panjang ..Cocok buat bolu",terima kasih exp cocok bolu,Positif
137,h*****r,5,2025-06-09 14:35,Rasa: ketan hitam Kegunaan: cocok untuk membuat bolu ketan hitam Tekstur: halus dan lembut  1 gitadp,ketan hitam guna cocok bolu ketan hitam tekstur halus lembut gitadp,Positif
138,gitadp,5,2025-10-28 06:29,"Rasa: sanagat enak mungkin karna tepungnya ada proses oven Tekstur: lembut Kegunaan: bolu kukus Ke 4 kali beli emang rasanya beda sama yg biasa dipasaran, ini teksturnya lebih lembut dan enak",sanagat karna tepung proses oven tekstur lembut guna bolu kukus beli emang beda yg pasar tekstur lembut,Positif
139,t*****d,5,2025-06-06 12:25,"iseng beli merk ini karena merk sebelah kosong , ternyata enak gaes , tidak berpasir dan warna hitam pekat. rekomen 👍🏼 1 n*****y",iseng beli merk merk belah kosong gaes pasir warna hitam pekat rekomen,Netral
140,n*****y,5,2025-07-07 18:59,Pesanan mendarat dengan baik dan cepat Terimakasih banyak yah kakak .. Next order disini lagii ..😊  ...,pesan darat cepat terimakasih yah kakak next order lagi,Positif
141,yandiyandhi,5,2025-06-06 12:28,"Datang langsung eksekusi, tepung ketan item nya bagus, Hasil nya jdi kya brownies item banget, wangi lagi 1 l*****3",eksekusi tepung ketan item bagus hasil jdi kya brownies item banget wangi,Positif
142,l*****3,5,2025-06-09 09:30,"Kegunaan: untuk membuat kue Tekstur: tepung Pengiriman agak lama, tidak ada kode produksi maupun exp date  2 y*****i",guna kue tekstur tepung kirim kode produksi exp date,Negatif
143,y*****i,5,2025-07-23 15:11,"Pengemasan rapi pengiriman cepat barang dan jumlah sesuai pesanan,harga mirah,makasih banyak",emas rapi kirim cepat barang sesuai pesan harga mirah makasih,Positif
144,n*****2,5,2025-07-29 12:17,Alhamdulillah paket sudah sampai di rumah. Tidak ada yang rusak. Pengingiman aman. Cepat juga. Harga nya murah. Aroma ketan dari tepung nya kuat banget ya Bun. Beli ini karena fomo pengen buat bolu ketan keju lumer. Dan. Berhasil. Terimakasih. 1 w*****l,alhamdulillah paket rumah rusak pengingiman aman cepat harga murah aroma ketan tepung kuat banget bun beli fomo ken bolu ketan keju lumer hasil terimakasih,Netral
145,w*****l,5,2026-05-02 14:40,"Cocok buat masak kue keran hitam kukus.. Warna hitamnya pas, rasa ketan hitamnya dapat dan nggak ada after taste aneh aneh.. Gas kalau mau beli..",cocok masak kue keran hitam kukus warna hitam pas ketan hitam nggak after taste aneh aneh gas beli,Positif
146,priscillawen,5,2025-12-24 11:17,Rasa: khas ketan hitam Tekstur: berpasir Kegunaan: bolu Suka d sesuai harga.,khas ketan hitam tekstur pasir guna bolu suka sesuai harga,Netral
147,l*****v,5,2025-06-11 00:49,Rasa: berasa ketannya Kegunaan: cocok untuk membuat kue Tekstur: lembut pesen ini buat nyoba yg lagi virallll 1 nandarafflesiagunodihardjo,asa ketan guna cocok kue tekstur lembut sen nyoba yg virallll nandarafflesiagunodihardjo,Positif
148,nandarafflesiagunodihardjo,5,2025-07-13 11:00,"Bagus, warna hitam, rasa ketan bagus, tepung ketan bersih, 1 amhsnh23",bagus warna hitam ketan bagus tepung ketan bersih amhsnh,Positif
149,amhsnh23,5,2022-06-07 07:53,"Kualitas: bagus banget dibikin kue ga bantat, rasanya enak murni ketan hitam asli 1 p*****s",kualitas bagus banget bikin kue ga bantat murni ketan hitam asli,Positif
150,p*****s,5,2025-06-20 15:43,Semoga hasilnya bagus buat bolu ketan kukus Update Penilaian Enakk mantab 1 faizannisas,moga hasil bagus bolu ketan kukus update nilai enakk mantab faizannisas,Positif
151,faizannisas,5,2025-06-14 15:37,hasil kue pake tepung ini sangat mantap ...,hasil kue pake tepung mantap,Positif
152,faizannisas,5,2025-06-14 15:37,hasil kue pake tepung ini sangat mantap,hasil kue pake tepung mantap,Positif
153,fania.2011,5,2025-06-28 16:05,"alhamdulilah sudah sampai... nanti kalau sdh dibikin kue, sy upload lagi.. tq 1 rara.marliany",alhamdulilah sdh bikin kue sy upload tq rara marliany,Positif
154,rara.marliany,5,2025-06-19 08:37,"Pengiriman lumayan cepat cm 2 hari,barang d bungkus aman,blm d coba untuk rasa mudah² an tepungnya enak,thanks seller 1 prilly.aulia",kirim lumayan cepat cm barang bungkus aman blm coba mudah an tepung thanks seller prilly aulia,Positif
155,prilly.aulia,5,2025-06-19 15:58,"Rasa: blm tau Tekstur: lembut Kegunaan: untuk kue Belum tahu untuk rasa atau gimananya,soalnya blm dicobain  1 satrianurjagat",blm tau tekstur lembut guna kue gimananya blm dicobain satrianurjagat,Positif
156,satrianurjagat,5,2022-02-07 00:50,1 leniprastyanii,leniprastyanii,Positif
157,leniprastyanii,5,2025-11-13 09:37,"Rasa: enak Tekstur: bagus Kegunaan: untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapi, dpt potongan hrga, realpict dwn udh aku coba ternyata enak, cocok bgt buat bolu ketan teksturnya jg lembut ga bgtu berpasir kyk tepung ketan merk lain. Terimakasih seller",tekstur bagus guna kue alhamdulillah paket sdh kirim cpt packing rapi dpt potong hrga realpict dwn udh coba cocok bgt bolu ketan tekstur jg lembut ga bgtu pasir kyk tepung ketan merk terimakasih seller,Netral
158,aw389d478a,5,2025-12-15 20:06,Tepungnya murah meriah tapi mantul tidak kalah sama yang harganya lebih mahal top markotop mudah-mudahan banyak yang order bolu di aku dan aku kalau order tepung terus di situ thank you seller,tepung murah riah mantul kalah harga mahal top markotop mudah mudah order bolu order tepung situ thank you seller,Negatif
159,55e6efb8ai,5,2025-09-04 12:22,"Rasa: pas Tekstur: baik Kegunaan: cocok utk kue Terimakasih seller amanah paket sampai dgn cepat, bahannya bagus pas dan cocok buat aneka kue, tepung lembut dan baik all the best 👍🏻👍🏻👍🏻",pas tekstur guna cocok utk kue terimakasih seller amanah paket dgn cepat bahan bagus pas cocok aneka kue tepung lembut all the best,Positif
160,mayawirda14,5,2025-06-18 14:44,Bolunya jdi enaakk... wangi jga tepungnya... recommended pokoknyaa 1 e*****i,bolu jdi enaakk wangi jga tepung recommended pokoknyaa,Positif
161,e*****i,5,2025-11-05 09:00,Rasa: lezat Tekstur: lembut Kegunaan: bikin bolu kukus ketan hitam jd uenaaakk pake tepung ini,lezat tekstur lembut guna bikin bolu kukus ketan hitam jd uenaaakk pake tepung,Positif
162,aziezharr,5,2025-07-27 21:35,Rasa: Iri saya bikin bolu ketan pakai ini jadi enakkk,iri bikin bolu ketan pakai enakkk,Positif
163,d*****4,5,2026-02-11 21:28,Tepung ketan hitam atau keju manis ya mas wkwk tapi kalo yg lain kurang suka yg ini sih wkwk aku juga pernah beli di pasar gitu sih tapi,tepung ketan hitam keju manis mas wkwk kalo yg suka yg sih wkwk beli pasar gitu sih,Netral
164,rintisayi,5,2025-07-11 07:25,"Tekstur: lembut Kegunaan: u/ bolu dll Blm d cb ...in syaa Alloh enk, udah lm gk bkin bolu ketan item  1 aasahmadbasit",tekstur lembut guna bolu dll blm cb in syaa alloh enk udah lm gk bkin bolu ketan item aasahmadbasit,Positif
165,aasahmadbasit,5,2025-07-31 13:52,Rasa: enak Tekstur: lrmbut Kegunaan: buat keue keyan hitam yg lembut dan gurih 1 salimbakhtiar368,tekstur lrmbut guna keue keyan hitam yg lembut gurih salimbakhtiar,Positif
166,salimbakhtiar368,5,2026-01-31 16:40,Rasa: rasanya enak Tekstur: teksturnya lembut ada krenyes2nya Kegunaan: untuk bolu atau brownis ketan hitam Alhamdulillah mendarat dengan selamat Recommended banget👌,tekstur tekstur lembut krenyesnya guna bolu brownis ketan hitam alhamdulillah darat selamat recommended banget,Netral
167,yanti_kumasih,5,2026-01-30 19:17,"Rasa: enak Tekstur: lembut Kegunaan: buat kue pengiriman cepat tetapi tdk safety , kualitas bagus, harga standar mohon packing yg safety pecah 1pcs bocor 1pcs",tekstur lembut guna kue kirim cepat tdk safety kualitas bagus harga standar packing yg safety pecah pcs bocor pcs,Netral
168,ibunatikafakhri,5,2022-03-04 11:52,Packing supercepat dan rapih Kualitas produk oke ssuai deskripsi Pngrimanny cpt bnget 👍👌 1 ze0s_styhc,packing supercepat rapih kualitas produk oke ssuai deskripsi pngrimanny cpt bnget zes styhc,Positif
169,ze0s_styhc,5,2025-10-16 14:08,Rasa: lezat dan memuaskan Tekstur: halus Kegunaan: untuk membuat kue Alhamdulillah. Dapat tepung ketan hitam original dengan harga murah. Aromanya wangi banget. Khas ketan hitam. Ini mau beli lagi. Pelanggan ku pada suka. Terimakasih ya.,lezat muas tekstur halus guna kue alhamdulillah tepung ketan hitam original harga murah aroma wangi banget khas ketan hitam beli langgan ku suka terimakasih,Positif
170,m*****h,5,2025-10-29 20:34,Rasa: enak dan kenyal Tekstur: memiliki tekstur yg beda dr yg lain LBH lembut tp msha da tekstur khas ketan hitam nya Kegunaan: cocok untuk bikin bolu,kenyal tekstur milik tekstur yg beda dr yg lbh lembut tp msha da tekstur khas ketan hitam guna cocok bikin bolu,Positif
171,Langganan,5,2022-03-24 15:02,Jenis: tepung Harga: murah Kualitas: bgus Ini hasil dari tepung pulut hitam nya ya Makasih seller 3 falichanura,jenis tepung harga murah kualitas bgus hasil tepung pulut hitam makasih seller falichanura,Positif
172,r*****0,5,2025-07-17 16:31,1 arapungki.cantik,arapungki cantik,Positif
173,stevenpranoto2,5,2025-06-19 18:40,Barang diterima baik dan sesuia pesanan...pengiriman cepat....  1 septiarisandi,barang terima sesuia pesan kirim cepat septiarisandi,Positif
174,septiarisandi,5,2025-08-06 14:33,"udah kedua kalinya order tepung ketan disini dan menurut saya jauh lebih enak dr tepung ketan yg biasa aku pakai beli di toko bahan kue, dan warnanya juga hitam pekat pas di jadikan bolu, jadi lebih menarik masyaAllah banget Allah kasih jalan saya untuk belanja di seller inih semoga selalu konsisten..aamiin",udah kali order tepung ketan dr tepung ketan yg pakai beli toko bahan kue warna hitam pekat pas jadi bolu tarik masyaallah banget allah kasih jalan belanja seller inih moga konsisten aamiin,Positif
175,l*****8,5,2025-07-20 18:00,"Update Penilaian Bagus bget hasil nya hitam pekat,,rasanya juga enak Mantapp 👍👍👍 1 f*****6",update nilai bagus bget hasil hitam pekat mantapp,Positif
176,f*****6,5,2025-06-10 10:49,Rasa: enak lezat Kegunaan: bikin bolu Tekstur: lembut Terima kasih seller sudah dikirim dengan baik dan benar serta tidak ada yang minus sedikit pun dan harga juga terjangkau 1 tesataniabdj,lezat guna bikin bolu tekstur lembut terima kasih seller kirim minus harga jangkau tesataniabdj,Positif
177,tesataniabdj,5,2025-08-25 20:58,Rasa: tepung Tekstur: lembut Kegunaan: buat kue,tepung tekstur lembut guna kue,Positif
178,r*****i,5,2025-12-21 18:16,"Order ke 2 kali.. Rasanya ketam hitam asli, enak berpasir 😋",order ketam hitam asli pasir,Netral
179,tyanuken123,5,2022-04-15 07:59,Jenis: Cap bummi Harga: Lumayan Kualitas: Belum dicoba 1 muhammadashfiyanur,jenis cap bummi harga lumayan kualitas coba muhammadashfiyanur,Positif
180,muhammadashfiyanur,5,2025-12-07 17:34,Halus dan lembut hitam juga klo jd nya,halus lembut hitam klo jd,Positif
181,l*****a,5,2025-12-09 20:06,"Tepung ketannya halus dan bersih, kualitas bagus. Cocok banget buat bikin kue tradisional. Pengiriman cepat dan packing rapi. Barang sesuai deskripsi, tepung masih fresh dan tidak menggumpal. Hasil masakan jadi lebih lembut dan pulen. Recommended seller!",tepung ketan halus bersih kualitas bagus cocok banget bikin kue tradisional kirim cepat packing rapi barang sesuai deskripsi tepung fresh gumpal hasil masakan lembut pulen recommended seller,Positif
182,ismi_sw16,5,2025-06-09 11:15,Rasa: enak2 aja Kegunaan: buat kue Tekstur: seperti ada bulir2nya Enakk Ga apek Bolu after matang jiga jadi warna hitam  baguss Pandai2 aja kita yy masak 1 joeddtania,aja guna kue tekstur bulir enakk ga apek bolu after matang jiga warna hitam baguss pandai aja yy masak joeddtania,Netral
183,joeddtania,5,2025-06-08 14:50,Rasa: enak Kegunaan: mantap Kualitas: ketan hitam asli gurih mantap terimakasih bgt ya jgn ragu beli disini ...,guna mantap kualitas ketan hitam asli gurih mantap terimakasih bgt jgn ragu beli,Positif
184,nulmahbeby,5,2025-07-12 17:33,Rasa: baik Tekstur: baik Kegunaan: bikin kue Alhamdulillah mendarat dengan selamat sempurna dan lengkap tidak ada komentar jelek 1 taufikdago | Langganan,tekstur guna bikin kue alhamdulillah darat selamat sempurna lengkap komentar jelek taufikdago langgan,Netral
185,Langganan,5,2022-04-22 16:19,harga murah kualitas oke buat bikin bolu enak dan cepat sampai 1 il1arahja2,harga murah kualitas oke bikin bolu cepat ilarahja,Positif
186,il1arahja2,5,2025-11-05 18:08,"Kegunaan: cocok untk membuat kue Baru pertama kli beli n blm d coba recook,lgsg psn 2 donk",guna cocok untk kue kli beli blm coba recook lgsg psn donk,Positif
187,r*****n,5,2023-06-10 07:38,1 f_bpxo_0bz,f bpxo bz,Positif
188,f_bpxo_0bz,5,2025-11-19 12:49,"Rasa: rasa yang crenyes2 Tekstur: masih ada rasa ketan kasar2 Kegunaan: cocok Sudah buat kwe,,ada rasa ketan yang kreyes... tekstur kasar dikit,,beda sama tepung ketan putih ya( Alus lembut lumer)",crenyes tekstur ketan kasar guna cocok kwe ketan kreyes tekstur kasar dikit beda tepung ketan putih alus lembut lumer,Netral
189,vinisriruhiman,5,2025-06-13 18:14,"Rasa: enak wangi Tekstur: halus Kegunaan: untuk bikin bolu Hasil warnanya bagus, hitam pekat ...",wangi tekstur halus guna bikin bolu hasil warna bagus hitam pekat,Positif
190,defriyanti450,5,2025-06-18 18:18,Packingan sangat aman.. Dr bentuk nya bahus good quality.. Tdk tahu rasanya,packingan aman dr bentuk bahus good quality tdk,Positif
191,tikamaliyatul,5,2022-04-14 11:14,Jenis: baik Harga: terjangkau Kualitas: sangaat bagus,jenis harga jangkau kualitas sangaat bagus,Positif
192,vennoyee,5,2025-08-11 18:11,"Murah sih tp beratnya tdk ada 500 gram, 500 kurang dikit",murah sih tp berat tdk gram dikit,Negatif
193,jalansehat125,5,2023-06-10 06:28,Cocok Untuk: bikin kue Kualitas: bagus Akhirya yang di tunggu datNg juga udah gk sabar pengwn bikin semoga enak bisa buat beli lagi,cocok bikin kue kualitas bagus akhirya tunggu datng udah gk sabar pengwn bikin moga beli,Positif
194,a*****i,5,2025-06-20 16:55,1 aw389d478a,awda,Positif
195,aw389d478a,5,2026-02-27 15:28,Tepungnya mantap untuk bolu ketan hitam langganan terus thank you seller pertahankan mudah-mudahan next time dapat diskon lagi,tepung mantap bolu ketan hitam langgan thank you seller tahan mudah mudah next time diskon,Positif
196,arfinggi,5,2025-07-08 20:11,"pengiriman cepet, tepungnya bagus",kirim cepet tepung bagus,Positif
197,akbarplastikdanbahankue,5,2025-06-08 12:31,Aman sampai tempat ♥️,aman,Positif
198,chelre_26,5,2025-10-19 15:46,"Rasa: enak Tekstur: lembut Kegunaan: untuk buat kue Tepung yg bagus untuk bolu keju lumer, tepungnya wangi g apek, langganan beli disini",tekstur lembut guna kue tepung yg bagus bolu keju lumer tepung wangi apek langgan beli,Netral
199,warnisihasih,5,2025-08-10 05:20,Rasa: kue Tekstur: lembut Kegunaan: cocok bikin inan kue,kue tekstur lembut guna cocok bikin inan kue,Positif
200,miftakul_huda333,5,2025-07-15 17:03,"Rasa: gurih Tekstur: sedikit ada kasarnya Kegunaan: bahan kue bolu, kue basah. Ini produk tidak apek, beda sama merk yg laen",gurih tekstur kasar guna bahan kue bolu kue basah produk apek beda merk yg laen,Negatif
201,a*****u,5,2025-06-10 17:03,"Rasa: enak, mungkin sedikit kurang kuat rasa ketannya. tapi oke bgt, tekstur nya juga ke bolu ga kasar bgt (aku saring dulu). warnanya juga item pekat. Kegunaan: bolu kukus ketan Tekstur: umumnya bolu kukus ketan, ga bantet, tapi gatau kenapa di aku kurang ngembang dikit tp ga bantet. tapi aku bakal repeat order sih kek nya. soalnya bener2 ga yang jadi abu2 atau minim rasa ketan hitamnya (masih sedikit strong).",kuat ketan oke bgt tekstur bolu ga kasar bgt saring warna item pekat guna bolu kukus ketan tekstur bolu kukus ketan ga bantet gatau ngembang dikit tp ga bantet repeat order sih kek bener ga abu minim ketan hitam strong,Netral
202,ani.yuliani,5,2025-12-14 04:43,"Rasa: lezat Tekstur: lembut Kegunaan: cocok untuk bahan kue Baru nyoba Produk nya, hasil empuk & kenyal kuenya....",lezat tekstur lembut guna cocok bahan kue nyoba produk hasil empuk kenyal kue,Positif
203,n*****6,5,2025-07-31 00:07,Sudah sampai semoga rasa tepung ketan hitam nya enak dan bisa pesen lagi deh hehehe 1 asti001242,moga tepung ketan hitam sen deh hehehe asti,Positif
204,asti001242,5,2025-07-10 17:57,Rasa: GK tau gi mau d coba Tekstur: lembut Kegunaan: untuk membuat kue Sesuai ekspektasi cuman blum tau hasil nya.. lgi mau d coba buat bikin kue bolu lumer..,gk tau gi coba tekstur lembut guna kue sesuai ekspektasi cuman blum tau hasil lgi coba bikin kue bolu lumer,Positif
205,n*****8,5,2025-08-12 16:20,Rasa: pas Tekstur: bagus Kegunaan: untuk kue Mndrt dngn slmt dan bagus,pas tekstur bagus guna kue mndrt dngn slmt bagus,Positif
206,budisastrini,5,2025-11-01 15:47,Rasa: memuaskan Tekstur: lembut Kegunaan: buat kue lezat,muas tekstur lembut guna kue lezat,Positif
