No,Username,Rating,Waktu,Ulasan_Bersih,Sentimen
218,suharti12april,5,2026-03-14 18:19,terimakasih kirim moga tambah sukses laris manis berkah usaha aamiin,Positif
219,a*****1,5,2022-05-28 18:42,jenis bubuk harga tetjangkau kualitas ok langgan ajj next order,Positif
220,uunmaharanis,5,2026-02-20 13:56,tepung kasar halus aroma sedap,Netral
221,a*****i,5,2025-07-30 19:31,alhamdulillah bikin kue bolu lumer mmica,Positif
222,m4m4ica,5,2025-12-17 19:19,langgan beli tepung bau hitam pekat,Netral
223,meilaningsih1305,5,2022-03-18 12:40,jenis harga ok kualitas,Positif
224,14fitrimariana,5,2025-06-08 13:16,mantap sesuai ucap terima kasih kunjung selamat,Netral
225,yellysany,5,2025-08-31 11:06,tekstur lembut guna cake ketan hitam beli harga murah kualitas dgn yg harga mahal update nilai tepung ketan hitam harga ekonomis kualitas ok yg harga mahal,Netral
226,t*****2,5,2025-08-07 19:15,brg cepat beli moga goreng krispi,Positif
227,nurul.irawat1,5,2022-03-17 19:28,jenis tepung harga ribu kualitas paket aman sesuai pesan expired ga liat euy,Positif
228,theresiainawati157,5,2025-08-02 21:26,aroma wangi tekstur lembut guna cake cocok merk yg,Positif
229,nandamoethy,5,2025-06-20 22:14,kalo bgus order yg yah kaka dsni packing aman pakai plastik alhamdulilah selamat,Negatif
230,ekaerwana237,5,2025-06-10 20:12,meemuaskan guna cocok bikin bolu tekstur bagus pas,Positif
231,kusnulf,5,2025-12-26 16:57,suka bgt bagus banget pokok sukses trs toko amanah lari manis terusss,Positif
232,tantie_18,5,2025-10-17 23:48,hasil kue wangi suka,Positif
233,a*****0,5,2026-04-26 22:29,dr merk lg yg dcoba pulen gt bikin bolu kukus,Positif
234,Langganan,5,2022-04-16 16:49,barang bagus cepat kualitas oke harga murah pokok juara,Positif
235,githabitaufik3,5,2025-10-25 10:55,puas packing aman udh langgan beli disni,Positif
236,paramastri03,5,2025-09-14 04:19,bikin bolu wangi,Positif
237,u*****e,5,2025-07-29 07:15,coba tau hasil enal bagus hasil bagus next order jalebiprasad,Positif
238,jalebiprasad,5,2022-05-18 08:01,harga murah kualitas bagus,Positif
239,galihaiiu20,5,2025-08-09 17:41,hitam pekat legit masak,Positif
240,divat0x,5,2025-07-21 07:54,lezat tekstur bagus guna kue lezat bagus,Positif
241,hetti_mulyati,5,2025-10-31 18:33,kirim cepat pesan sdh terimakasih seller,Positif
242,v*****3,5,2025-12-05 12:49,lembut bolu pokok rekomended dah yg beli toko makasih seller kirim cepat banget,Positif
243,albabyshop4,5,2025-07-27 21:58,lezat tekstur lembut tdk pasir guna kue warna pekat merk sukaa sekali next order thank you,Netral
244,msidik25,5,2025-06-27 18:35,pasir tekstur tekstur bagus guna cocok kue kirim,Netral
245,_*****e,5,2025-07-12 13:43,bolu ketan hitam banget,Positif
246,mulya.filter,5,2025-11-27 15:12,cocok utk bronis kukus teman mpe beli mana,Positif
247,mamaiii75,5,2025-07-31 09:04,aman no bocor bocor moga bikin kue harga jangkau exp aman boahancock,Netral
248,boahancock06,5,2025-06-19 15:11,tepung ga bau murah makasiiii,Netral
249,k*****1,5,2026-01-16 12:58,tepung ketan bummi tanni mantul legit no debat,Positif
250,queenabell_corner,5,2026-05-07 06:44,bagus bikin kue lembutb,Positif
251,leniprastyanii,5,2026-02-20 21:44,tekstur bagus guna kue alhamdulillah paket sdh kirim cpt packing rapih hrga oke barang realpict terimakasih seller,Positif
252,nurulhaniyah017,5,2025-08-03 08:38,tekstur lembut guna bolu ketan hitam terimakasih seller,Positif
253,Langganan,5,2022-04-16 18:55,kirim sngat cpat,Positif
254,theresiainawati157,5,2025-07-28 18:10,blm coba bungkus bocor,Negatif
255,theresiainawati157,5,2025-07-28 18:10,blm coba bungkus bocor,Negatif
256,k1204010100356,5,2025-06-19 16:30,sen kli lngsung,Positif
257,d_ariastuti,5,2025-12-17 13:35,paket ketan warna bagus kalautuk bolj kukus langganam suka thanks seller shopee,Positif
258,vannyseptia29,5,2026-04-21 12:37,jugaa makasiiii,Positif
259,nandamoethy,5,2025-07-15 20:29,langgan pokok kak maksi kak amanah,Positif
260,mirmagadis30,5,2025-07-01 20:49,moga bikin bolu,Positif
261,d*****e,5,2025-07-25 08:34,mntp pis pokonyaaa,Positif
262,duwiisharyanti,5,2025-07-05 12:51,tekstur lembut guna bolu,Positif
263,magda99,5,2025-06-20 13:42,premium coba si besok baking,Positif
264,leniprastyanii,5,2026-04-24 17:40,tekstur lembut alhamdulillah paket sdh kirim cpt packing rapih hrga oke barang realpict terimakasih seller,Positif
265,murilia69,5,2025-06-22 11:54,bikin yg viral pake merk thank seller,Positif
266,peni021,5,2025-07-07 17:09,bek tetep kirim packingnya aman banget makasih min,Positif
267,muhammadvirza033,5,2025-07-09 19:42,makasih banget kirim cepat,Positif
268,d*****4,5,2025-09-14 09:19,suka beli warna bener bener gelap cantik banget hasil,Positif
269,my_hilyah,5,2025-07-07 19:13,bagus tepung ketan,Positif
270,dinafw796,5,2026-02-08 12:56,ga tengik tekstur bagus guna kue beli muas respon cepat produk kualitas bagus,Netral
271,umastore88.id,5,2025-09-09 17:39,tepu ga apek fres,Netral
272,e*****9,5,2025-07-28 07:36,kirim cepat packing aman harga murah kualitas ok recommended makasih seller,Positif
273,e*****9,5,2025-07-28 07:51,kirim cepat packing aman harga murah kualitas ok recommended makasih seller,Positif
274,d*****3,5,2025-08-11 20:10,ok tekstur bagus guna kue,Positif
275,a*****n,5,2025-06-19 15:29,ok tekstur ok guna pas bgt bolu terima kasih kaka seller paket lengkap cepat alhamdulillah,Positif
276,s*****i,5,2025-10-26 19:47,gak bikin perut gak nyaman smoga amanah trus mkasih seller berkah,Positif
277,pe5tf2s63j,5,2025-06-29 09:56,produk sesuai pesan tp blm coba moga bagus smp dlm,Positif
278,nurul2502,5,2025-07-15 19:55,barang sesuai,Positif
279,a*****n,5,2025-07-11 21:57,ok tekstur ok guna ok terima kasih kakak seller paket aman lengkap alhamdulillah,Positif
280,linda_yana_budiman,5,2025-12-17 05:03,ok tekstur ok guna ok ok,Positif
281,giskaestynara,5,2025-07-21 20:48,bom tau moga sesuai ekspektasi,Positif
282,d*****i,5,2022-06-10 18:58,maaf kasi bintang krn gak tgl exp saputra aan,Positif
283,saputra_aan,5,2025-08-11 15:18,pas tekstur lembut guna lezat,Positif
284,d_ariastuti,5,2026-02-26 16:32,paket terima thanks seller shopee,Positif
285,jastipsaudi,5,2025-06-18 13:09,alhamdulillah terimakasih barang aman vitriadewibinawati,Positif
286,j*****a,5,2025-06-06 17:16,moga depan packagingnya,Positif
287,v*****o,5,2025-08-07 15:51,ok tekstur kenyal guna ok,Positif
288,ica221,5,2025-08-23 04:50,produk barang rusak maaf ku kasih bintang dlu barang pecah bubble wrapnya pelit klo ngirim jenis tepung bubble wrapnya tebalin jgn pelit,Negatif
289,t*****2,5,2025-08-08 05:20,produk kualitas buruk warna pucet bgt abu beli bagus warna hitam pas beli warna gin update nilai nxlput,Netral
290,n0xlput,5,2025-08-02 16:58,terimakasih seller and kurir paket selamat moga,Negatif
291,erma46253,5,2025-08-03 15:39,harga murmer,Positif
292,l*****a,5,2025-10-26 18:09,ok tekstur lembut guna utk kue barang pesan terima reapon seller,Positif
293,z*****z,5,2023-09-24 19:56,muas milo dancow,Positif
294,milo.dancow,5,2025-10-30 20:52,kirain gram cm gram slh baca,Positif
295,y*****8,5,2025-11-08 21:28,kakak bagus si kemas bocor,Netral
296,z*****z,3,2023-09-24 19:56,muas,Netral
297,n*****a,5,2026-06-14 17:02,tekstur lembut tdk pasir yg khas rasa bolu ketan hitam sdh repeat order bolu ketan hitam,Netral
298,muthins,5,2026-01-24 00:59,enakk tekstur ga seret mulut guna cocok bikin bolu ketan,Positif
299,shafira8,5,2026-03-10 17:03,rasa buka bawah robek robek dalam plastik bening produk barang rusak,Negatif
300,b*****6,5,2026-03-26 23:19,tekstur cocok tekstur lembut tepung gurih manis rasa manis udh ragu tepung ketan yg cocok jual suguh keluarga thanks kirim cepat aman,Positif
301,tiafatmaarga,5,2026-01-21 18:26,coba tekstur bagus kadaluarsa guna kue bolu,Netral
302,fransiscussitepu,5,2026-05-25 08:13,tekstur halus lembut murni ketan hitam rasa coba tp legit lembut beli suka moga tekstur ubah terimakasih seller,Positif
303,s*****5,5,2026-01-26 20:33,tekstur lembut guna bolu ketan lumer lembut cantik,Positif
304,aw389d478a,5,2026-01-24 14:16,tepung murah riah mantap terima kasih seller berkah barokah,Positif
305,y*****y,5,2025-11-12 11:21,ketan tekstur halus guna kue harga murah karna diskon kirim cepat produk bagus top amanah toko,Positif
306,b3ll3maison,5,2025-10-25 17:11,bikin bolu tekstur halus kayak tepung guna cocok kue bolu kukus ketan itam,Positif
307,a*****d,5,2025-08-21 10:20,bagus hitam pekat rekomended tp ngirimnya huhu thnkyu seller,Netral
308,s*****t,5,2025-08-20 20:06,bagus packing ok kirim lumayan cepat kurir thanks,Positif
309,lifwid,5,2025-11-01 10:35,packing aman tepung ketan asli campur apa rekomendasi,Positif
310,asniyati2511,5,2025-10-25 14:32,alhamdulillah paket kirim lumayan cepat order kali,Positif
311,n*****i,5,2025-11-11 20:33,tekstur lembut guna kue alhamdulillah paket nyampe kemas rapi tekstur lembut guna kue,Positif
312,i*****4,5,2025-11-29 15:47,lezat muas tekstur tekstur yg bagus guna cocok kue kirim cepat harga murah kue lezat,Positif
313,gitadp,5,2025-11-02 13:14,cocok baking kualitas banding merk karna proses oven co toko moga harga stabil kualitas,Positif
314,leniprastyanii,5,2025-11-02 09:29,kualitas ok cocok kue alhamdulillah paket sdh terima packing lumayam rapi kirim cpt hrga oke blm coba beli moga enakk terimakasih seller,Positif
315,0*****v,5,2025-11-02 20:52,pesan tepung beras ketan hitam serbaguna kue emas aman cepat makasih seller tim shopee,Positif
316,p3r3mpu4an,5,2026-03-07 15:09,alhamdulillah barang selamat komentar terimakasih kerjasama,Negatif
317,emmaindra26,5,2025-11-11 20:02,jual bolu ketan hitam keju lumer laris manis terimakasih seller abang kurir,Positif
318,musrifaifa323,5,2026-03-07 17:52,tekstur tekstur lembut kelihatanya rasa beli coba,Positif
319,r*****g,5,2026-03-18 17:56,tekstur teksturnua lembut tepung harum rasa harum lembut siang paket sore eksekusi bikin bolu ketan hitam keju lumer sekian purnama ga penasaran update nilai siang paket sore eksekusi bikin bolu ketan hitam keju lumer sekian purnama nyari tepung ketan hitam daerah ga beneran enak pakai tepung merk ga bau apek murah langgan deh,Netral
320,ranti5293,5,2025-11-29 09:16,maaf lupa moto tepung kue hehee gak ngeres banget trus wrna hitam bagus hrganya murah nnti order lgi kue jdi tmbh,Positif
321,lina911703,5,2025-11-29 13:02,barang bagus kirim cepat cepat respon lumayan tengkyuuu,Positif
322,d_ariastuti,5,2025-10-25 21:34,paket kirim cepat moga keran dagang latis repead order thanks seller shopee,Positif
323,a*****a,5,2025-09-16 14:38,legit tekstur lembut guna kue bolu masyaallah kemarin nyoba beli bungkus bungkus aisyah,Positif
324,aisyah1007,5,2026-02-22 03:12,tekstur,Positif
325,edhysuhardimanhermawan,5,2025-10-27 16:46,ok tekstur ok guna ok,Positif
326,rilahfelani,5,2025-11-20 11:53,moga tekstur cocok lidah,Positif
327,dwisuwono,5,2025-11-11 19:02,bagus bngt tepingnya,Positif
328,kurniaty09,5,2026-03-12 10:56,moga,Positif
329,rojanaah,5,2025-06-23 10:32,packing tepung buka,Positif
330,Membantu?,5,2022-11-21 15:24,kualitas blm coba tp kliatannya ok banget cocok bikin bolu alhamdulilah paket dah sampe selamat kirim rapi moga amanah lancar toko jual yg trima kasi sopee aplikasi km bantu anafocke,Netral
331,anafocke1990,5,2022-03-27 10:43,jenis tepung ketan hitam harga murahhhh kualitas tau coba merk nur,Positif
332,564nur173,5,2025-07-18 12:26,blm coba tekstur lembut guna perlu masak barang terima kondisi packing aman pakai bubble wrap sesuai pesan moga next beli bcnvkah,Positif
333,bcn2v46kah,5,2023-05-03 18:29,paket sdh blm dcoba sptnya bagus kirim jg cepat trmksh seller kurir,Positif
334,Anonymous,5,2022-11-21 15:24,kualitas blm coba tp kliatannya ok banget cocok bikin bolu alhamdulilah paket dah sampe selamat kirim rapi moga amanah lancar toko jual yg trima kasi sopee aplikasi km bantu,Netral
335,ekokurniawan20,5,2025-08-11 00:18,nyoba tekstur lembut guna bikin bolu kirim cepat rencana mo bikin bolu caramel ketan hitam moga cocok,Positif
336,dwi_agustina7sj,5,2025-12-15 10:31,blom coba moga enk tekstur blom buka moga lembut ga pasir guna cocok kue basak ato kering pingi bikin rukuk isi kelapa spesial untung dishopee tepung ketan hitam jd praktis ga nyelep,Netral
337,cantikasalonmalang,5,2025-07-23 14:49,blm coba guna bahan kue alhamdulilah pesan sdh paking aman bikin kue trimakasih,Positif
338,fransiscussitepu,5,2025-08-22 12:49,blom coba tekstur halus guna bahan kue bolu ketan hitam terimakasih seller barang sdh terima kondisi moga berkah,Positif
339,zhetisya06,5,2025-08-08 17:01,coba tekstur halus guna kue ukur expired juli,Positif
340,donikaysani,5,2025-07-29 13:59,coba tekstur halus guna adon kue barang sesuai pesan moga masak yayuklovesadewo,Positif
341,yayuklovesadewo,5,2025-07-25 18:09,tepung ketan hitam blm coba tekstur lembut halus guna utk mcm kue alhamdulillah tepung ketan hitam sdh smpe sih tp aman kurir makasih,Netral
342,s*****2,5,2026-02-27 23:31,tekstur cek blm coba rasa coba dipostingan dokter diig kue ketan pakai ketan bummi penasaran beli sayang blm eksekusi kendala alat,Positif
343,u*****7,5,2025-07-30 16:23,blm coba tekstur halus guna cocok bikin kue respon jual bagus kirim cepat paking aman krn kemas yg pecah,Netral
344,f*****s,5,2025-08-12 15:36,bom coba tekstur lembut guna cocok kue kirim lumayan cepat harga jangkau kirim,Positif
345,o*****i,5,2023-08-14 10:23,kualitas ngga tanggal expired produksi btw emas standar kirim produk sempet coba sih pas paket pas tangan kanan bengkak cakar kocheng udah niat bikin bolu,Positif
346,mamakyeisya,5,2025-07-11 17:13,blm coba tekstur bagus guna kue,Positif
347,a*****2,5,2025-06-28 18:11,coba tekstur coba guna cocok bikin bolu yg viral check out tepung ketan hitam gara fomo ken bikin bolu ketan hitam lumer or brownies ketan hitam keju karamel oktavianinastiti,Positif
348,oktavianinastiti_,5,2025-06-10 12:00,coba guna kue tekstur tau sukaa sihh barang coba,Positif
349,s*****r,5,2025-07-12 05:37,blm coba tekstur blm tau guna cocok bolu ketan sayang exp respon jual kakkk exp nchefz,Positif
350,nchefz,5,2025-11-20 17:36,terima kasih bom coba engga,Positif
351,farezkashop,5,2025-07-12 20:30,coba tekstur lembut guna bikin bolu ketan hitam ken nyobain bikin bolu ketan hitam viral susah banget beli toko offline beli shopee makasih seller,Positif
352,yuniasriwiyati,5,2025-07-10 10:44,barang cepat aman harga jangkau packing standar cobain moga aja bagus,Positif
353,o*****5,5,2025-10-23 06:58,coba tekstur oke guna bolu rencana bolu kalo hasil oke order lg thx seller,Positif
354,linachan422,5,2025-11-01 15:52,blm coba tekstur sm tepung guna bolu,Positif
355,wahyu130589,5,2023-04-06 23:09,cocok bikin bolu kualitas blm coba terimakasih kak pesan terima moga sukses kak hanadewi sd,Positif
356,hanadewi.sd,5,2025-07-02 11:18,blm coba tekstur tepung guna bolu dll atrisudaryati,Positif
357,atrisudaryati,5,2025-07-04 14:46,blm coba tekstur tepung guna kue,Positif
358,kamucantik14,5,2025-06-12 00:49,dcoba tekstur lembut guna utk kue bolu ketan,Positif
359,umayhasim31,5,2026-02-04 19:43,coba tekstur tau guna kue moga cocok bismillah,Positif
360,a*****6,5,2025-07-31 19:27,coba tekstur halus guna makan dwianggia,Positif
361,dwianggia29,5,2025-07-13 10:18,coba coba moga legit biar beli terimakasih,Positif
362,1971irma,5,2025-07-09 08:31,coba tekstur tepung lembut guna utk bikin bolu paket aman packing rapih exp terima kasih,Netral
363,v*****i,5,2026-04-11 16:46,tekstur cobaa moga sajaa sesuai yaaa seharusnyaa sii coba rasa coba rasanyaa tumpaah plastik nih moga kurang,Positif
364,evitadiana02,5,2025-07-17 18:56,coba tekstur buka guna bolu ketan hitam keju lumer,Positif
365,renirohmah113,5,2025-06-18 18:26,blm coba tekstur lembut guna kue tepung ketan hitam mudah an kue,Positif
366,ikayumiati747,5,2026-03-15 21:20,tekstur kualitas bagus pacing bagus kalo coba kalo dah coba aya baru,Positif
367,mustikaraturatu298,5,2025-07-04 15:14,blm coba tekstur lembut guna kue,Positif
368,yosephinesr,5,2025-11-05 18:48,blm coba jd blm tau tekstur maaf br sampe blm buka guna utk bikin kue,Positif
369,n*****1,5,2025-11-18 18:22,coba tekstur halus guna bolu ketan hitam lumer packing aman tang kemas resep bolu yg lg viral nih harga jangkau btw daerah ku yg udah habis stok,Positif
370,niningarifin768,5,2025-11-03 18:20,tepung sdh dateng blm coba smg sesuai dgn reviewnya packing rapih tks,Positif
371,0qhvi_b1ie,5,2025-08-19 10:41,ketan hitam tekstur blum coba guna utk kue,Positif
372,sentakushop,5,2025-06-23 20:59,blm masak tekstur tepung guna bolu tau kualitas beli coba sih yg bingung order pcs ngga kirim sampe dibatalin dr shopee order pc kirim chat seller kirim hari sampe kota tolong kirim baik,Positif
373,m*****i,5,2025-09-30 10:21,tekstur bagus coba merk cocok merk tepung haluss gak ngeres warna hitam pekat bubuk coklat dll bau wangi khas ketan hitam gak apek mantapp moga harga ga,Netral
374,m*****e,5,2025-10-15 21:51,tekstur nagus guna cocok bikin kue tepung ketan hitam harga jangkau expired cocok bikin kue viral respon jual cepat emas produk aman,Netral
375,n*****o,5,2025-10-30 20:56,oke tekstur bagus guna kue hasil hitam pekat bagus cahaya foto aja hasil beda asli hitam bagus banget,Positif
376,h*****p,5,2025-11-24 16:58,barang sesuai cepat kirim standar harga standar barang utuh rekomended anjur beli,Positif
377,ranti5293,5,2025-12-08 08:33,alhamdulillah order yg tiga jual laris manis ketan nnti order lg terimakasih,Positif
378,e*****i,5,2025-10-10 07:54,tekstur halus cocok bolu kukus kualitas bagus mantap,Positif
379,clevamiastore,5,2025-10-30 16:23,tekstur lembut berstektur guna bikin bolu ketan hitam endul bestie twpung jg tengik gimana good,Netral
380,yesi_yasinta,5,2025-10-30 14:27,coba bagus moga beneran bagus hehe,Positif
381,09auliarosadi,5,2025-10-03 12:44,pas lidah manis tekstur milik tekstur bagus guna cocok kue yg lezat udak sekian kali kue anak suka,Positif
382,ugieriyadi,5,2025-09-15 11:20,coba tekstur lembut guna cocok kue bolu ketan keju lumer emas cepat kirim cepat packing standar aman moga besok as sesuai ekspektasi bikin kue klo next time pesan,Positif
383,niena.amoy,5,2025-09-18 09:27,muas tekstur lembut guna cocok jenis kue basah mantap bikin dodol kemas banget maklum gak beli tepung ketan jajan bahan tepung ketan harga mahal,Netral
384,indrayuliana,5,2025-12-25 07:41,endulita tekstur krenyes tepung ketan hitam guna bolu ketan hitam brownis ketan hitam update nilai cocok olah kue brownis bolu ketan hitam harga ramah kantong recommended banget toko amanah poko langgan,Positif
385,momentreseller,5,2025-11-28 17:47,tekstur tekstur lembut guna kue terimakasih toko beli alhamdulillah cepat pakcing rapi tepung lembut ga kasar kue,Netral
386,tba.pku,5,2025-09-19 10:04,khas ketan hitam tekstur halus guna cocok aneka kue recommended gak suka krenyes krenyes kue yg ino tepung halus,Positif
387,iwanfirdausthohir,5,2025-10-18 10:05,respon cepat komunikatif kirim cepat aman produk sesuai gambar deskripsi jamin amanah rekomendasi seller bintang,Positif
388,irma_retailindo,5,2025-10-30 18:07,pesan packing pake bubble alhmdulillah isi pecah kemas bagus expired trimakasih,Netral
389,asriprimasari,5,2025-12-26 07:22,enakkk tekstur lembut guna cocok bolu ketan kmrn nyobain bikin bugis jugaaaaa,Positif
390,rosesriani,5,2025-12-01 16:31,alhamdulillah sesuai pesan coba bikin kue,Positif
391,d*****2,5,2026-01-07 15:46,coba smoga tekstur tekstur lembut guna cocok brownis ketan hitam kurir baikkkk,Positif
392,ekaabidin,5,2025-09-11 10:00,tekstur halus guna kue dapet harga murah flashsale jdi maaf klo co ny cumn tdiny beli stok,Positif
393,azkarinnafitri960,5,2025-09-16 08:45,lezat tekstur ketan guna bikin brownies bakar coklat ketan hasil kirim jg cepat,Positif
394,desriwarini22,5,2025-09-17 20:14,tekstur bagus packing amann banget smp samarinda ga yg bocor kerennn seller laris barokah,Netral
395,yanti_kumasih,5,2025-09-17 16:31,blm coba guna balu cake ketan hitam alhamdulillah kirim cepat barang terima dng harga umum,Positif
396,aw389d478a,5,2025-12-16 19:51,tepung bolu worth it terima kasih seller best murah murah,Positif
397,dyahdyah531,5,2025-09-16 07:00,bagus barang mya srsuai dan moga nt tepung pakai kue terimkasih sopi,Positif
398,d*****e,5,2025-11-25 14:47,rim lumayan cepat coba moga sesuai svideonya,Positif
399,m4m4ica,5,2025-10-30 07:55,bagus bngt dipke bkin bolu ngeres pkoknya halus gk bau apek tepung ny,Netral
400,hetti_mulyati,5,2025-11-08 19:05,banget tekstur lembut warna hitam pekat,Positif
401,nufailhanif277,5,2025-09-18 18:33,tekstur kualitas bagus guna bikin bolu kue,Positif
402,junajunet478,5,2025-08-31 17:24,milik cita kaya legit tekstur bubuk guna bolu ketan hitam,Positif
403,r*****s,5,2025-08-29 18:08,alhamdulillah barang next order terimakasih seller,Positif
404,vania003,5,2025-09-01 12:34,bintang yg kualitas bagus lembut tekstur next order,Positif
405,elizabethanita,5,2025-08-20 12:51,blm coba bolu ketan hitam keju lumer,Positif
406,rachmadiati,5,2025-08-18 18:08,tekstur lembut guna cocok kue terimakasih tepung lembut jd kue nikmat terimakasih ka moga usaha lancar,Positif
407,eti1204,5,2025-08-10 20:38,tekstur guna kue pesan terima aman terima kasih kk,Positif
408,s*****u,5,2025-08-03 18:32,tekstur gak kasar guna bolu ketan harga murah cepat bahan bolu ketan hitam pasir lembut ragu beli,Netral
409,a*****5,5,2025-07-06 17:44,coba tekstur coba guna cocok bikin kue viral kualitas produk barang kondisi sesuai pes pilih kirim sesuai tanggal estimasi terima kasih,Positif
410,j*****a,5,2025-07-08 06:27,paket tepung ketan hitam mao coba moga kirim lumayan cepat aman terimakasih abang kurir seller,Positif
411,nikaekawati251,5,2025-07-11 21:16,blm masak tekstur garing guna blm coba sesuai gambat,Positif
412,enabunnn,5,2025-07-05 09:22,muas tekstur milik tekstur lezat guna cocok anaka kue order kualitas tepung emang bagus banget tahan yaa saran aja adain yg kemas kg terima kasih update nilai,Positif
413,b*****a,5,2025-07-03 10:39,lezat muas tekstur milik tekstur yg bagus guna cocok kue yg lezat paket dg rapi yg bocor blm coba moga hasil ebak bolu hrsnya legit krn prnh coba merk yg hasil legit mantul,Netral
414,l*****5,5,2025-07-09 19:55,paket sesuai deskripsi tekstur halus coba moga,Positif
415,s*****2,5,2025-07-06 13:45,bilang kalo tepung tuh banget dipake bikin bolu nyoba moga beneran thanks seller,Positif
416,ana1504,5,2025-07-08 08:59,barang sesuai pesan harga standar kirim lumayan packing aman pokok recommended seller,Positif
417,augustien8,5,2025-07-02 17:55,ketan hitam tekstur halus guna bahan kue pesan sdh terima dg kemas rapi aman sesuai pesan proses order kirim cepat terima kasih,Positif
418,thienienidy,5,2025-07-04 12:10,paket sesuai dg yg pes ken roti yg lg viral,Positif
419,d*****a,5,2025-07-03 10:57,tekstur lembut guna bolu ketan hitam emas berat sesuai kirim cepat,Positif
420,idza215,5,2025-07-04 22:58,wangi tekstur bikin bolu jdi lembut guna bolu ketan,Positif
421,dharoenkputrapetir,5,2025-07-03 18:06,kue tekstur lembut guna kue alhamdulillah paket,Positif
422,w*****8,5,2025-06-25 17:38,coba gak tau tekstur milik tekstur tepung guna masak bolu ketan kukus keju lumer yg viral sempet coba ngumpulin mood deh bikin kue bolu ketan kukus keju lumer yg viral makasih seller makasih shopee,Positif
423,puspamardina,5,2025-06-29 18:59,ketan hitam tekstur halus guna bolu alhamdulillah tepung ketan viral langka ramai order kirim lambat proses,Netral
424,msidik25,5,2025-07-01 16:38,pasir tekstur bubuk guna cocok kue kirim oke barang oke,Netral
425,a*****2,5,2025-06-30 12:55,blm coba tekstur blm coba guna bolu mksih paket sdah smpai barang sesuai gambar semuga jd kue yg jd yg ku,Positif
426,sitihalimatus035,5,2025-06-30 11:10,tekstur milik tekstur lembut guna cocok kue barang sesuai coba moga maksih seller,Positif
427,s*****n,5,2025-06-30 12:23,tau coba guna kue bolu ketan hitam keju lumer virak,Positif
428,idza215,5,2025-06-30 16:51,legit tekstur lembut guna cocok bolu yg viral,Positif
429,zagitaarie,5,2025-06-29 09:29,lezat tekstur lembut guna kue,Positif
430,alanialanifirda,5,2025-06-25 19:55,cocok bolu kualitas blm tau cba klo hasil bgus asli ketan next order lg maaf telat rivieww,Positif
431,asniyati2511,5,2025-06-26 12:14,alhamdulillah paket kirim lumayan cepat packing barang rapi tepung kadaluarsanya,Netral
432,violitasaridewi,5,2025-08-16 02:39,apek tekstur kasar produk kualitas buruk beli oke warna bagus tepung ber aroma repurchase maaf bgt tepung apek kukus apek warna hitam rata ibra olshop,Netral
433,ibra.olshop,5,2025-06-26 07:02,kualitas moga bagus cocok kue masak moga bikin bolu ketan hitam keju,Positif
434,linafahmi27,5,2025-06-27 20:03,enakkk tekstur lembut gurih guna cocok kue viral,Positif
435,kginap,5,2025-06-26 12:21,cocok bolu kualitas puas tepung mantap pas dieksekusiii,Positif
436,nienieng,5,2025-06-14 05:50,tekstur lembut guna bikin bolu ketan hitam sabar order tepung bummi hasil muas klo order jgn mepet order yg kali minggu,Positif
437,h*****k,5,2025-06-27 07:23,bagus tepung hitam pasir,Netral
438,tiajupe77,5,2025-06-16 21:55,tekstur lembut guna bolu sempet ngasih nilai bikin pake tepung ketan merk bummi order yg tepung wangi jg bolu cuman sayang aja pas order kirim kl po tulis aja kaa jd customer gak nunggu bolak lacak pesan over all bagus makasiihh kaa,Netral
439,uhanikk29,5,2025-06-13 19:18,coba tekstur bubuk guna bolu packing aman jg tau kalo lubang dikit biar engga kempes lap biar engga bocor sipp bgt sedih packing bgt moga improve yaa seller sukses yaa,Negatif
440,shanty_mkasari,5,2025-06-14 16:30,mantap tepung ketan pekat bagus kirim emang produksi dl sabar tp nyampe tapat makasih,Netral
441,dewin15,5,2025-06-16 07:02,tekstur kasar ketan guna kue viral kue yg sy jd bagus sisa tigl sdh pakai bungkus,Netral
442,l*****3,5,2025-06-15 10:17,sampean bikin produk kirim ckup warna hitam ckup pekat oke ngobatin pnasaran thankyou,Netral
443,iraherawati05,5,2025-06-13 17:00,ok tekstur tepung guna kue tepung ketan hitam cocok cake moga kue,Positif
444,d*****4,5,2025-06-12 11:14,warna cantik hitam pekat pokok beli recommended,Positif
445,nadiaalya2001,5,2025-06-12 15:32,kemas rapih barang aman sesuai pesan,Positif
446,y*****e,5,2025-07-01 15:38,lembut tekstur halus guna cocok kue udah habis bungkus tepung ketan lembut bikin kue viral gak bikin seret harga ramah kantong order udah habis,Positif
447,indah_ramlan,5,2025-07-03 17:29,alhamdulillah pesan barang blm coba mudah bagus terimakasih kak moga usaha lancar berkah,Positif
448,b*****e,5,2025-06-13 17:31,oke tekstur oke guna bolu ketan hitam alhamdulillah enaaak duh aja awet awet isi gr ku emang suka ketan hitam karna free gluten,Positif
449,ernisaman,5,2025-07-01 19:33,lezat tekstur bagus guna kue kualitas produk kirim cpt recommended makasih yaaa,Positif
450,o*****i,5,2024-03-25 16:56,kualitas foto brownies pake tepung bummi aroma ketan hitam mantep ngga kalah dark chocolatenya kemarin paksa bikin brownie pake tepung ketan hitam merek yg toko deket rumah hasil bagus pake tepung bummi bungkus pas resep ngga nimbang packagingnya lapis xd pake bubble wrap repeat order mah thank you nandamoethy,Positif
