ulasan,ulasan_bersih,skor_sentimen,label,sentimen
"Rasa: enak Tekstur: bagus Kegunaan: untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke dan realpict. Terimakasih seller",enak tekstur bagus guna kue kirim cpt kemas rapih hrga realpict terimakasih jual,19,1,Positif
Alhamdulillah paket sudah diterima pengiriman barang cepat barang sesuai pesanan kurir ramah 1 fitriaevisriwianti,terima kirim cepat sesuai ramah fitriaevisriwianti,15,1,Positif
"Mudah mudahan ketan hitam asli...sesuai harga lah,,,makasih 1 jendelabukushop",mudah mudah ketan hitam asli sesuai harga jendelabukushop,12,1,Positif
Rasa: Lumayan Tekstur: lembut Kegunaan: cocok untuk ketan hitam Buat pemula cocok untuk jualan ketan hitam 0:04,lumayan tekstur lembut guna cocok ketan hitam mula cocok jual ketan hitam,0,0,Negatif
Rasa: tawar blm diolah Tekstur: halus Kegunaan: untuk membuat kue Semoga bisa menjadi langganan. Untuk membuat kue tepung ketan hitam. 0:24,tawar olah tekstur halus guna kue langgan kue tepung ketan hitam,-5,0,Negatif
"Kegunaan: untuk ketan hitam Mantap, barang aman sampai tujuan, langganan di toko ini, terimakasih seller 0:04 1 1 2 ... 16 17 18 19 20 ...",guna ketan hitam bagus aman tuju langgan toko terimakasih jual,10,1,Positif
Jenis: tepung Harga: lumayan Kualitas: okee Rencana mau bikin kue pas mudik nnti d sanah..mksih seller dan kurir🙂 0:22 1 m*****8,jenis tepung harga lumayan kualitas rencana kue pas mudik nnti sanah mksih jual,11,1,Positif
"Alhamdulillah barangnya sampai dengan dengan selamat dan barang yang datang sesuai pesanan saya , paking nya aman dan rapih. 1 w*****a",barang selamat sesuai paking nya aman rapih,8,1,Positif
Kualitas: ok Cocok Untuk: saya Sesuaiiiii murahhh 1 lustyto_hermawan,kualitas ok cocok sesuaiiiii murah lustyto hermawan,15,1,Positif
alhamdulillah paket sudah datang pgiriman cepat pgemasan rapih 0:05,pgiriman cepat pgemasan rapih,3,1,Positif
"Kegunaan: untuk membuat kue Di offline nyarinya agak susah, baru mau coba semoga hasilnya memuaskan👍👍",guna kue offline nyarinya susah coba hasil muas,8,1,Positif
"Rasa: belum tahu Kegunaan: roti Kualitas: belum tahu baru coba Pesanan sudah saya ambil , ednya tidak jelas /tidak ada , kode produksinya juga tidak ada, packing baik 1:01 1 1 2 ... 17 18 19 20 21 ...",guna roti kualitas coba ambil ednya kode produksi kemas,2,1,Positif
"Tekstur: ok Rasa: ok Rasakan: ok terima kasih kakak seller, paket sudah sampai di rumah dengan baik, aman, lengkap, cepat, Alhamdulillah... 0:08",tekstur ok ok rasa ok jual rumah aman lengkap cepat,19,1,Positif
Jenis: tepung Harga: murah Kualitas: bagus Sekian kali nya beli di sini Masih aman aja sih 0:21 1 k*****6,jenis tepung harga murah kualitas bagus sekian nya aman,12,1,Positif
"Alhamdulillah paket udah nyampe tadi sore, maaf baru bisa kasih ulasan. Thanks seller, bang kurir dan shoppe 0:04 1 nindy.ps",nyampe sore maaf ulas jual shoppe nindy ps,3,1,Positif
sesuai pesanan.. sesuai gambar.. terimakasih 0:23 1 selaisegar,sesuai sesuai gambar terimakasih selaisegar,13,1,Positif
"Salah variant, harusnya satunya tepung sagu tp yaudah lh 1 indhiera",salah variant satu tepung sagu yaudah lh indhiera,0,0,Negatif
Rasa: ketan hitam Tekstur: halus Kegunaan: utk kue Okeee 1 1 2 ... 18 19 20 21 22 ...,ketan hitam tekstur halus guna kue okeee,-3,0,Negatif
Makasih shopee buat diskonnya jadi bisa beli barang ini deh 0:04,diskon,2,1,Positif
Makasih shopee buat diskonnya jadi bisa beli barang ini deh 0:05,diskon,2,1,Positif
Rasa: gak begitu pro sih Tekstur: masih kasar Kegunaan: kue ketan Rasanya terlalu organik jd berasa kerasa sekali berasnya 0:05,pro tekstur kasar guna kue ketan organik jd asa rasa beras,2,1,Positif
"Niatnya mau bikin bolu ketan, tapi belum juga, hahaha... karena takut susah nyari di toko2, akhirnya beli online, deh. 0:07 1 wetriyputri",niat bolu ketan hahaha takut susah nyari toko online wetriyputri,-4,0,Negatif
Terima kasih Seller pesanan sudah diterima dengan baik 🙏🏼👍🏼 1 1 2 ... 19 20 21 22 23 ...,jual terima,3,1,Positif
Alhamdulillah paketannya sudah sampai..pengiriman cepat..packing aman..ga ada kebocoran..harga murah..toko amanah..makasih seller..makasih shopee..makasih abang kurir 0:27,paket kirim cepat kemas aman bocor harga murah toko amanah jual abang,20,1,Positif
"Rasa: belum dicoba Tekstur: belum dicoba Kegunaan: bolu kukus belum dicoba , semoga berhasil buat bolu ketan hitam, terimakasih seller semoga sukses selalu seller 0:08",coba tekstur coba guna bolu kukus coba hasil bolu ketan hitam terimakasih jual sukses jual,16,1,Positif
Rasa: ketan Tekstur: halus Kegunaan: u kue Paket sdh di terima. Mkasih seller n kurir... 1 r*****s,ketan tekstur halus guna kue jual,2,1,Positif
"Mantap, barang aman sampai tujuan, langganan di toko ini, terimakasih seller 0:04 1 bittersweet.cake | Langganan",bagus aman tuju langgan toko terimakasih jual bittersweet cake langgan,15,1,Positif
Barang oke harga sesuai kualitas pengiriman cepat sesuai.. maaf foto ga bisa sesuai ..... 0:05 1 r*****s,harga sesuai kualitas kirim cepat sesuai maaf foto sesuai,26,1,Positif
"Mantap, repeat order disini, karna amanah & pengiriman cepat. Terimakasih banyak seller 0:04 1 1 2 ... 20 21 22 23 24 ...",bagus amanah kirim cepat terimakasih jual,18,1,Positif
Rasa: rasanya enak dan lembut Tekstur: masih ada kaya berpasir GT tapi GK bikin seret 1 x8mcx0cjay,enak lembut tekstur kaya pasir gt gk seret xmcxcjay,7,1,Positif
"Terima kasih sudah sampai , exp panjang ..Cocok buat bolu 0:04",exp cocok bolu,4,1,Positif
Rasa: ketan hitam Kegunaan: cocok untuk membuat bolu ketan hitam Tekstur: halus dan lembut 0:14 1 gitadp,ketan hitam guna cocok bolu ketan hitam tekstur halus lembut gitadp,-3,0,Negatif
"Rasa: sanagat enak mungkin karna tepungnya ada proses oven Tekstur: lembut Kegunaan: bolu kukus Ke 4 kali beli emang rasanya beda sama yg biasa dipasaran, ini teksturnya lebih lembut dan enak",sanagat enak tepung proses oven tekstur lembut guna bolu kukus emang beda pasar tekstur lembut enak,6,1,Positif
"iseng beli merk ini karena merk sebelah kosong , ternyata enak gaes , tidak berpasir dan warna hitam pekat. rekomen 👍🏼 1 n*****y",iseng merk merk belah kosong enak gaes pasir warna hitam pekat rekomen,-11,0,Negatif
Pesanan mendarat dengan baik dan cepat Terimakasih banyak yah kakak .. Next order disini lagii ..😊 0:06 1 1 2 ... 21 22 23 24 25 ...,darat cepat terimakasih lagi,6,1,Positif
"Datang langsung eksekusi, tepung ketan item nya bagus, Hasil nya jdi kya brownies item banget, wangi lagi 1 l*****3",langsung eksekusi tepung ketan nya bagus hasil nya jdi kya brownies wangi,12,1,Positif
"Kegunaan: untuk membuat kue Tekstur: tepung Pengiriman agak lama, tidak ada kode produksi maupun exp date 0:04 2 y*****i",guna kue tekstur tepung kirim kode produksi exp date,0,0,Negatif
"Pengemasan rapi pengiriman cepat barang dan jumlah sesuai pesanan,harga mirah,makasih banyak 0:13",emas rapi kirim cepat sesuai harga mirah,14,1,Positif
Alhamdulillah paket sudah sampai di rumah. Tidak ada yang rusak. Pengingiman aman. Cepat juga. Harga nya murah. Aroma ketan dari tepung nya kuat banget ya Bun. Beli ini karena fomo pengen buat bolu ketan keju lumer. Dan. Berhasil. Terimakasih. 1 w*****l,rumah rusak pengingiman aman cepat harga nya murah aroma ketan tepung nya kuat bun fomo ken bolu ketan keju lembut hasil terimakasih,28,1,Positif
"Cocok buat masak kue keran hitam kukus.. Warna hitamnya pas, rasa ketan hitamnya dapat dan nggak ada after taste aneh aneh.. Gas kalau mau beli..",cocok masak kue keran hitam kukus warna hitam pas ketan hitam after taste aneh aneh gas,-3,0,Negatif
Rasa: khas ketan hitam Tekstur: berpasir Kegunaan: bolu Suka d sesuai harga.,khas ketan hitam tekstur pasir guna bolu suka sesuai harga,10,1,Positif
Rasa: berasa ketannya Kegunaan: cocok untuk membuat kue Tekstur: lembut pesen ini buat nyoba yg lagi virallll 1 nandarafflesiagunodihardjo,asa ketan guna cocok kue tekstur lembut sen nyoba virallll nandarafflesiagunodihardjo,8,1,Positif
"Bagus, warna hitam, rasa ketan bagus, tepung ketan bersih, 1 amhsnh23",bagus warna hitam ketan bagus tepung ketan bersih amhsnh,0,0,Negatif
"Kualitas: bagus banget dibikin kue ga bantat, rasanya enak murni ketan hitam asli 1 p*****s",kualitas bagus bikin kue bantat enak murni ketan hitam asli,9,1,Positif
Semoga hasilnya bagus buat bolu ketan kukus Update Penilaian Enakk mantab 1 faizannisas,hasil bagus bolu ketan kukus enak mantab faizannisas,10,1,Positif
hasil kue pake tepung ini sangat mantap 1 1 2 ... 23 24 25 26 27 ...,hasil kue pakai tepung bagus,5,1,Positif
hasil kue pake tepung ini sangat mantap 1,hasil kue pakai tepung bagus,5,1,Positif
"alhamdulilah sudah sampai... nanti kalau sdh dibikin kue, sy upload lagi.. tq 1 rara.marliany",alhamdulilah bikin kue upload rara marliany,3,1,Positif
"Pengiriman lumayan cepat cm 2 hari,barang d bungkus aman,blm d coba untuk rasa mudah² an tepungnya enak,thanks seller 1 prilly.aulia",kirim lumayan cepat cm bungkus aman coba mudah an tepung enak jual prilly aulia,18,1,Positif
"Rasa: blm tau Tekstur: lembut Kegunaan: untuk kue Belum tahu untuk rasa atau gimananya,soalnya blm dicobain 0:05 1 satrianurjagat",tau tekstur lembut guna kue gimananya dicobain satrianurjagat,-3,0,Negatif
1 leniprastyanii,leniprastyanii,0,0,Negatif
"Rasa: enak Tekstur: bagus Kegunaan: untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapi, dpt potongan hrga, realpict dwn udh aku coba ternyata enak, cocok bgt buat bolu ketan teksturnya jg lembut ga bgtu berpasir kyk tepung ketan merk lain. Terimakasih seller",enak tekstur bagus guna kue kirim cpt kemas rapi dpt potong hrga realpict dwn coba enak cocok bolu ketan tekstur lembut bgtu pasir kyk tepung ketan merk terimakasih jual,31,1,Positif
Tepungnya murah meriah tapi mantul tidak kalah sama yang harganya lebih mahal top markotop mudah-mudahan banyak yang order bolu di aku dan aku kalau order tepung terus di situ thank you seller 0:14,tepung murah riah bagus kalah harga mahal bagus markotop mudah mudah bolu tepung situ thank you jual,23,1,Positif
"Rasa: pas Tekstur: baik Kegunaan: cocok utk kue Terimakasih seller amanah paket sampai dgn cepat, bahannya bagus pas dan cocok buat aneka kue, tepung lembut dan baik all the best 👍🏻👍🏻👍🏻",pas tekstur guna cocok kue terimakasih jual amanah cepat bahan bagus pas cocok aneka kue tepung lembut all the best,31,1,Positif
Bolunya jdi enaakk... wangi jga tepungnya... recommended pokoknyaa 1 e*****i,bolu jdi enaakk wangi tepung rekomendasi pokoknyaa,4,1,Positif
Rasa: lezat Tekstur: lembut Kegunaan: bikin bolu kukus ketan hitam jd uenaaakk pake tepung ini,lezat tekstur lembut guna bolu kukus ketan hitam jd uenaaakk pakai tepung,2,1,Positif
Rasa: Iri saya bikin bolu ketan pakai ini jadi enakkk,iri bolu ketan pakai enakkk,-5,0,Negatif
Tepung ketan hitam atau keju manis ya mas wkwk tapi kalo yg lain kurang suka yg ini sih wkwk aku juga pernah beli di pasar gitu sih tapi,tepung ketan hitam keju manis wkwk kalo suka wkwk pasar gitu,4,1,Positif
"Tekstur: lembut Kegunaan: u/ bolu dll Blm d cb ...in syaa Alloh enk, udah lm gk bkin bolu ketan item 0:04 1 aasahmadbasit",tekstur lembut guna bolu dll cb in syaa alloh enk lm gk bkin bolu ketan aasahmadbasit,1,1,Positif
Rasa: enak Tekstur: lrmbut Kegunaan: buat keue keyan hitam yg lembut dan gurih 1 salimbakhtiar368,enak tekstur lrmbut guna keue keyan hitam lembut gurih salimbakhtiar,3,1,Positif
Rasa: rasanya enak Tekstur: teksturnya lembut ada krenyes2nya Kegunaan: untuk bolu atau brownis ketan hitam Alhamdulillah mendarat dengan selamat Recommended banget👌,enak tekstur tekstur lembut krenyesnya guna bolu brownis ketan hitam darat selamat rekomendasi,8,1,Positif
"Rasa: enak Tekstur: lembut Kegunaan: buat kue pengiriman cepat tetapi tdk safety , kualitas bagus, harga standar mohon packing yg safety pecah 1pcs bocor 1pcs 0:14",enak tekstur lembut guna kue kirim cepat tdk safety kualitas bagus harga standar mohon kemas safety pecah pcs bocor pcs,19,1,Positif
Packing supercepat dan rapih Kualitas produk oke ssuai deskripsi Pngrimanny cpt bnget 👍👌 1 ze0s_styhc,kemas supercepat rapih kualitas ssuai deskripsi pngrimanny cpt bnget zes styhc,3,1,Positif
Rasa: lezat dan memuaskan Tekstur: halus Kegunaan: untuk membuat kue Alhamdulillah. Dapat tepung ketan hitam original dengan harga murah. Aromanya wangi banget. Khas ketan hitam. Ini mau beli lagi. Pelanggan ku pada suka. Terimakasih ya.,lezat muas tekstur halus guna kue tepung ketan hitam original harga murah aroma wangi khas ketan hitam langgan ku suka terimakasih,27,1,Positif
Rasa: enak dan kenyal Tekstur: memiliki tekstur yg beda dr yg lain LBH lembut tp msha da tekstur khas ketan hitam nya Kegunaan: cocok untuk bikin bolu,enak kenyal tekstur milik tekstur beda lbh lembut msha da tekstur khas ketan hitam nya guna cocok bolu,9,1,Positif
Jenis: tepung Harga: murah Kualitas: bgus Ini hasil dari tepung pulut hitam nya ya Makasih seller 3 falichanura,jenis tepung harga murah kualitas bgus hasil tepung pulut hitam nya jual falichanura,13,1,Positif
1 arapungki.cantik,arapungki cantik,2,1,Positif
Barang diterima baik dan sesuia pesanan...pengiriman cepat.... 0:07 1 septiarisandi,terima sesuia kirim cepat septiarisandi,7,1,Positif
"udah kedua kalinya order tepung ketan disini dan menurut saya jauh lebih enak dr tepung ketan yg biasa aku pakai beli di toko bahan kue, dan warnanya juga hitam pekat pas di jadikan bolu, jadi lebih menarik masyaAllah banget Allah kasih jalan saya untuk belanja di seller inih semoga selalu konsisten..aamiin",kali tepung ketan enak tepung ketan pakai toko bahan kue warna hitam pekat pas jadi bolu tarik masyaallah allah jalan belanja jual inih konsisten,12,1,Positif
"Update Penilaian Bagus bget hasil nya hitam pekat,,rasanya juga enak Mantapp 👍👍👍 1 f*****6",bagus bget hasil nya hitam pekat enak bagus,8,1,Positif
Rasa: enak lezat Kegunaan: bikin bolu Tekstur: lembut Terima kasih seller sudah dikirim dengan baik dan benar serta tidak ada yang minus sedikit pun dan harga juga terjangkau 1 tesataniabdj,enak lezat guna bolu tekstur lembut jual kirim minus harga jangkau tesataniabdj,14,1,Positif
Rasa: tepung Tekstur: lembut Kegunaan: buat kue,tepung tekstur lembut guna kue,1,1,Positif
"Order ke 2 kali.. Rasanya ketam hitam asli, enak berpasir 😋",ketam hitam asli enak pasir,3,1,Positif
Jenis: Cap bummi Harga: Lumayan Kualitas: Belum dicoba 1 muhammadashfiyanur,jenis cap bummi harga lumayan kualitas coba muhammadashfiyanur,10,1,Positif
Halus dan lembut hitam juga klo jd nya 0:32,halus lembut hitam jd nya,-4,0,Negatif
"Tepung ketannya halus dan bersih, kualitas bagus. Cocok banget buat bikin kue tradisional. Pengiriman cepat dan packing rapi. Barang sesuai deskripsi, tepung masih fresh dan tidak menggumpal. Hasil masakan jadi lebih lembut dan pulen. Recommended seller!",tepung ketan halus bersih kualitas bagus cocok kue tradisional kirim cepat kemas rapi sesuai deskripsi tepung fresh gumpal hasil masakan lembut pulen rekomendasi jual,20,1,Positif
Rasa: enak2 aja Kegunaan: buat kue Tekstur: seperti ada bulir2nya Enakk Ga apek Bolu after matang jiga jadi warna hitam  baguss Pandai2 aja kita yy masak 1 joeddtania,enak guna kue tekstur bulir enak apek bolu after matang jiga warna hitam bagus pandai yy masak joeddtania,11,1,Positif
Rasa: enak Kegunaan: mantap Kualitas: ketan hitam asli gurih mantap terimakasih bgt ya jgn ragu beli disini 1 1 2 ... 29 30 31 32 33 ...,enak guna bagus kualitas ketan hitam asli gurih bagus terimakasih jgn ragu,15,1,Positif
Rasa: baik Tekstur: baik Kegunaan: bikin kue Alhamdulillah mendarat dengan selamat sempurna dan lengkap tidak ada komentar jelek 1 taufikdago | Langganan,tekstur guna kue darat selamat sempurna lengkap komentar buruk taufikdago langgan,9,1,Positif
harga murah kualitas oke buat bikin bolu enak dan cepat sampai 1 il1arahja2,harga murah kualitas bolu enak cepat ilarahja,18,1,Positif
"Kegunaan: cocok untk membuat kue Baru pertama kli beli n blm d coba recook,lgsg psn 2 donk",guna cocok untk kue kli coba recook lgsg psn donk,7,1,Positif
1 f_bpxo_0bz,bpxo bz,0,0,Negatif
"Rasa: rasa yang crenyes2 Tekstur: masih ada rasa ketan kasar2 Kegunaan: cocok Sudah buat kwe,,ada rasa ketan yang kreyes... tekstur kasar dikit,,beda sama tepung ketan putih ya( Alus lembut lumer)",crenyes tekstur ketan kasar guna cocok kwe ketan kreyes tekstur kasar dikit beda tepung ketan putih alus lembut lembut,-5,0,Negatif
"Rasa: enak wangi Tekstur: halus Kegunaan: untuk bikin bolu Hasil warnanya bagus, hitam pekat 1 1 2 ... 30 31 32 33 34 ...",enak wangi tekstur halus guna bolu hasil warna bagus hitam pekat,11,1,Positif
Packingan sangat aman.. Dr bentuk nya bahus good quality.. Tdk tahu rasanya,kemas aman bentuk nya bahus good quality tdk,12,1,Positif
Jenis: baik Harga: terjangkau Kualitas: sangaat bagus,jenis harga jangkau kualitas sangaat bagus,9,1,Positif
"Murah sih tp beratnya tdk ada 500 gram, 500 kurang dikit",murah berat tdk gram dikit,-1,0,Negatif
Cocok Untuk: bikin kue Kualitas: bagus Akhirya yang di tunggu datNg juga udah gk sabar pengwn bikin semoga enak bisa buat beli lagi,cocok kue kualitas bagus akhirya tunggu datng gk sabar pengwn enak,21,1,Positif
1 aw389d478a,awda,0,0,Negatif
Tepungnya mantap untuk bolu ketan hitam langganan terus thank you seller pertahankan mudah-mudahan next time dapat diskon lagi,tepung bagus bolu ketan hitam langgan thank you jual tahan mudah mudah time diskon,16,1,Positif
"pengiriman cepet, tepungnya bagus",kirim cepet tepung bagus,6,1,Positif
Aman sampai tempat ♥️,aman,0,0,Negatif
"Rasa: enak Tekstur: lembut Kegunaan: untuk buat kue Tepung yg bagus untuk bolu keju lumer, tepungnya wangi g apek, langganan beli disini",enak tekstur lembut guna kue tepung bagus bolu keju lembut tepung wangi apek langgan,10,1,Positif
Rasa: kue Tekstur: lembut Kegunaan: cocok bikin inan kue,kue tekstur lembut guna cocok inan kue,5,1,Positif
"Rasa: gurih Tekstur: sedikit ada kasarnya Kegunaan: bahan kue bolu, kue basah. Ini produk tidak apek, beda sama merk yg laen",gurih tekstur kasar guna bahan kue bolu kue basah apek beda merk laen,-7,0,Negatif
"Rasa: enak, mungkin sedikit kurang kuat rasa ketannya. tapi oke bgt, tekstur nya juga ke bolu ga kasar bgt (aku saring dulu). warnanya juga item pekat. Kegunaan: bolu kukus ketan Tekstur: umumnya bolu kukus ketan, ga bantet, tapi gatau kenapa di aku kurang ngembang dikit tp ga bantet. tapi aku bakal repeat order sih kek nya. soalnya bener2 ga yang jadi abu2 atau minim rasa ketan hitamnya (masih sedikit strong). 0:20",enak kuat ketan tekstur nya bolu kasar saring warna pekat guna bolu kukus ketan tekstur bolu kukus ketan bantet gatau ngembang dikit bantet kek nya bener abu minim ketan hitam strong,-4,0,Negatif
"Rasa: lezat Tekstur: lembut Kegunaan: cocok untuk bahan kue Baru nyoba Produk nya, hasil empuk & kenyal kuenya....",lezat tekstur lembut guna cocok bahan kue nyoba nya hasil empuk kenyal kue,13,1,Positif
Sudah sampai semoga rasa tepung ketan hitam nya enak dan bisa pesen lagi deh hehehe 1 asti001242,tepung ketan hitam nya enak sen hehehe asti,1,1,Positif
Rasa: GK tau gi mau d coba Tekstur: lembut Kegunaan: untuk membuat kue Sesuai ekspektasi cuman blum tau hasil nya.. lgi mau d coba buat bikin kue bolu lumer..,gk tau gi coba tekstur lembut guna kue sesuai ekspektasi cuman blum tau hasil nya coba kue bolu lembut,3,1,Positif
Rasa: pas Tekstur: bagus Kegunaan: untuk kue Mndrt dngn slmt dan bagus,pas tekstur bagus guna kue mndrt dngn slmt bagus,8,1,Positif
Rasa: memuaskan Tekstur: lembut Kegunaan: buat kue lezat,muas tekstur lembut guna kue lezat,11,1,Positif
Rasa: lezat Tekstur: lembut Kegunaan: cocok bikin kue,lezat tekstur lembut guna cocok kue,10,1,Positif
"Rasa: blm di rasain,tunggu di kirimin dari mertua aja 🤭 Kegunaan: buat bolu mertua",rasain tunggu kirimin mertua guna bolu mertua,-1,0,Negatif
"Order yg ke 2kalinya karena paling murah,dan rasa kue nya jadi ga krenyes2 bangett enakk",kali murah kue nya krenyes bangett enak,6,1,Positif
Rasa: enak bgt Tekstur: lembut Kegunaan: cocok untuk makanan yg lezat,enak tekstur lembut guna cocok makan lezat,16,1,Positif
Tepung ketan hitam atau keju manis ya mas hehe makasih infonya mbak wkwk tapi saya juga pernah nyoba sih enak kok mas wkwk cuma emang gak,tepung ketan hitam keju manis hehe info wkwk nyoba enak wkwk emang,3,1,Positif
"Sesuai dengan selera, thankyou seller dan abang kurir, sukses selalu",sesuai selera thankyou jual abang sukses,10,1,Positif
Seenak ituhhhh Ini aku udh co lagi langsung beli dua,enak ituhhhh co langsung,8,1,Positif
"Jenis: tepung Harga: standar Kualitas: bagus Udh di coba bikin boku ketan, enak, tp anak Q g suka",jenis tepung harga standar kualitas bagus coba boku ketan enak anak suka,14,1,Positif
"Barang sesuai pesanan, kualitas ok",sesuai kualitas ok,11,1,Positif
Rasa: memuaskan Tekstur: lembut,muas tekstur lembut,5,1,Positif
Rasa: ketan hitam Tekstur: lembut seperti tepung Kegunaan: untuk membuat kue boltem,ketan hitam tekstur lembut tepung guna kue boltem,-3,0,Negatif
"Terimakasih banyak atas pengirimannya 👍👍 semoga semakin bertambah sukses laris manis dan berkah usahanya, aamiin",terimakasih kirim tambah sukses laris manis berkah usaha,23,1,Positif
Jenis: bubuk Harga: tetjangkau Kualitas: ok Langgan ajj Next order lagi 🙏🙏,jenis bubuk harga tetjangkau kualitas ok langgan ajj,8,1,Positif
"Tepungnya tidak kasar, halus sekali Rasa enak Aroma sedap",tepung kasar halus enak aroma sedap,10,1,Positif
alhamdulillah sudah sampai... jadi bisa bikin kue bolu lumer 1 m4m4ica,kue bolu lembut mmica,0,0,Negatif
Selalu berlangganan beli tepung disini... Enak tidak bau dan hitam pekat,langgan tepung enak bau hitam pekat,-1,0,Negatif
Jenis: baik Harga: ok Kualitas: baik,jenis harga ok kualitas,11,1,Positif
Mantap sesuai dengan keinginan anda dan kami ucapkan banyak terima kasih atas kunjungan Anda selamat,bagus sesuai ucap kunjung selamat,11,1,Positif
Rasa: enak Tekstur: lembut Kegunaan: cake ketan hitam Sudah 2x beli di sini dapat harga murah tapi kualitas sama dgn yg harga mahal Update Penilaian Tepung ketan hitam ini harganya ekonomis tapi kualitas ok seperti yg harganya mahal 0:10,enak tekstur lembut guna cake ketan hitam harga murah kualitas harga mahal tepung ketan hitam harga ekonomis kualitas ok harga mahal,30,1,Positif
"Brg cepat sampai baru pertama kali beli ini, semoga gorengan enak dan krispi.",cepat goreng enak krispi,9,1,Positif
"Jenis: Tepung Harga: 6 ribuan Kualitas: baik Paket sampai dengan aman sesuai pesanan,tapi expired nya ga keliatan euy",jenis tepung harga ribu kualitas aman sesuai expired nya liat euy,12,1,Positif
Rasa: enak dan aromanya wangi Tekstur: lembut Kegunaan: buat cake Cocok dengan merk yg ini,enak aroma wangi tekstur lembut guna cake cocok merk,14,1,Positif
Kalo bgus aku order yg banyak yah Kaka dsni Packing aman  meskipun pakai plastik tapi alhamdulilah selamat sampai sini,kalo bgus kaka dsni kemas aman pakai plastik alhamdulilah selamat,11,1,Positif
Rasa: meemuaskan Kegunaan: cocok bikin bolu Tekstur: bagus pas,meemuaskan guna cocok bolu tekstur bagus pas,10,1,Positif
Suka bgt bagus banget pokoknya Sukses trs toko nya amanah terus dan lari manis terusss🥰🥰,suka bagus pokok sukses trs toko nya amanah lari manis terusss,19,1,Positif
"Hasil kue nya jadi wangii, suka 👍",hasil kue nya wangi suka,10,1,Positif
Lebih enak dr merk 1 lg yg pernah dcoba. Pulen gt dibikin bolu kukus,enak merk dcoba pulen gt bikin bolu kukus,5,1,Positif
barang bagus cepat sampai kualitas oke harga murah pokoknya juara,bagus cepat kualitas harga murah pokok juara,18,1,Positif
"Selalu puas, packing aman,,, udh langganan beli disni",puas kemas aman langgan disni,8,1,Positif
"Buat bikin bolu, wanginya jadi lebih enak",bolu wangi enak,9,1,Positif
Baru pertama x coba. Jadi belum tau hasilnya enal atau tidak. Bagus atau tidak. Kalau hasil nya bagus next order lagi 0:23 1 jalebiprasad,coba tau hasil enal bagus hasil nya bagus jalebiprasad,8,1,Positif
Harga: murah Kualitas: bagus,harga murah kualitas bagus,12,1,Positif
Hitam.pekat legit setelah di masak,hitam pekat legit masak,2,1,Positif
Rasa: lezat Tekstur: bagus Kegunaan: kue lezat Bagus,lezat tekstur bagus guna kue lezat bagus,15,1,Positif
"pengiriman sangat cepat, 1 hari pesan sdh sampai.. terimakasih seller",kirim cepat pesan terimakasih jual,13,1,Positif
Rasanya enak lembut bolunya pokoknya rekomended dah yg ke 3 kali beli ditoko ini makasih seller pengirimannya cepat banget,enak lembut bolu pokok rekomendasi dah toko jual kirim cepat,11,1,Positif
Rasa: lezat Tekstur: lembut tdk berpasir Kegunaan: membuat kue Warnanya pekat merk ini sukaa sekalii...next order disini terus thank you,lezat tekstur lembut tdk pasir guna kue warna pekat merk sukaa sekali thank you,9,1,Positif
Rasa: enak tidak berpasir Tekstur: tekstur bagus Kegunaan: cocok membuat kue Pengiriman agak lama,enak pasir tekstur tekstur bagus guna cocok kue kirim,14,1,Positif
Dibuat bolu ketan hitam enak banget,bolu ketan hitam enak,1,1,Positif
"Rasa: rasanya enak sekali cocok dibuat utk bronis kukus,semua teman mpe tanya beli dimana",enak cocok bronis kukus teman mpe mana,9,1,Positif
"Sudah sampai, aman no bocor bocor, semoga enak buat bikin kue"" ...harga terjangkau dan exp masih aman .. 1 boahancock06",aman no bocor bocor enak kue harga jangkau exp aman boahancock,0,0,Negatif
"Tepungnya enak, ga bau. Murah juga makasiiii 🥰🫶🏻 0:15",tepung enak bau murah makasiiii,4,1,Positif
Tepung ketan bummi tanni mantul legit no debat😍😍😍,tepung ketan bummi tanni bagus legit no debat,9,1,Positif
"Bagus buat bikin kue ,,, lembutb",bagus kue lembutb,2,1,Positif
"Rasa: enak Tekstur: bagus Kegunaan: untuk kue Alhamdulillah paket sdh sampai, pengiriman cpt, packing rapih, hrga oke & barangnya realpict. Terimakasih seller",enak tekstur bagus guna kue kirim cpt kemas rapih hrga barang realpict terimakasih jual,19,1,Positif
Rasa: enak Tekstur: lembut Kegunaan: bolu ketan hitam Terimakasih seller,enak tekstur lembut guna bolu ketan hitam terimakasih jual,8,1,Positif
pengiriman sngat cpat .,kirim sngat cpat,2,1,Positif
Blm dicoba...bungkusnya bocor 1 1 2 ... 42 43 44 45 46 ...,coba bungkus bocor,-2,0,Negatif
Blm dicoba...bungkusnya bocor 1,coba bungkus bocor,-2,0,Negatif
Pesenan ke dua kli nya lngsung 2 😍,sen kli nya lngsung,0,0,Negatif
Paket sudah sampai. Ketannya rasanya enak dan warnanya juga bagus kalautuk bolj kukus. Langganam aku suka. Thanks seller dan shopee,ketan enak warna bagus kalautuk bolj kukus langganam suka jual,11,1,Positif
Akhirnya datang jugaa.. Makasiiii,jugaa makasiiii,0,0,Negatif
